Year,Month,State,Month_sin,Month_cos,Deforestation_ha,Deforestation_Class_Median,Deforestation_Class_Q75,CO2_Emissions,Total_Precipitation_z,Atmospheric_Pressure_Station_z,Global_Radiation_z,Air_Temperature_z,Max_Air_Temperature_z,Min_Air_Temperature_z,Relative_Humidity_z,Max_Relative_Humidity_z,Min_Relative_Humidity_z,Hourly_Wind_Speed_z,Max_Wind_Gust_z
2003,2,SE,0.866025,0.500000,221.3200,0,0,59332.5000,-0.230372,0.733114,0.057405,0.863718,0.681429,0.726842,0.889528,0.603281,0.880813,1.088880,0.532070
2003,3,SE,1.000000,6.123234e-17,221.3200,0,0,59332.5000,-0.312053,0.719180,-0.062917,0.866642,0.587884,0.781447,0.910030,0.603281,0.940190,0.701615,0.727985
2003,4,SE,0.866025,-0.500000,331.9800,0,0,88998.7500,-0.260840,0.735217,-0.260349,0.872490,0.650247,0.672237,0.901243,0.478149,0.836280,0.560233,0.923900
2003,5,SE,0.500000,-0.866025,885.2800,0,0,237330.0000,0.398437,0.763874,-0.160370,0.468992,0.587884,0.581229,0.494143,0.446866,0.851125,0.363526,0.972879
2003,6,SE,1.2246468e-16,-1.000000,1659.9000,0,0,444993.7500,0.157934,0.804099,-0.097073,0.205841,0.182520,0.290002,0.227624,0.134035,0.509706,0.357379,0.532070
2003,7,SE,-0.500000,-0.866025,2213.2000,0,0,593325.0000,0.162472,0.862202,-0.130155,0.027483,-0.066934,0.198994,0.040182,0.071469,-0.054378,0.965939,0.776964
2003,8,SE,-0.866025,-0.500000,2213.2000,0,0,593325.0000,-0.107852,0.853526,-0.109326,0.004092,-0.066934,0.271801,0.028467,-0.084946,0.450328,0.732350,0.287177
2003,9,SE,-1.000000,-1.8369702e-16,1659.9000,0,0,444993.7500,-0.256951,0.829601,-0.137968,0.202917,0.276066,0.308204,0.242268,0.196602,0.316730,1.150351,0.972879
2003,10,SE,-0.866025,0.500000,885.2800,0,0,237330.0000,0.091812,0.778597,0.151318,0.334492,0.120157,0.490221,0.376991,0.134035,0.732370,1.531469,0.972879
2003,11,SE,-0.500000,0.866025,331.9800,0,0,88998.7500,0.010779,0.729696,0.082120,0.439753,0.307248,0.599430,0.485356,0.353017,0.865969,1.463851,0.874921
2003,12,SE,-2.4492936e-16,1.000000,221.3200,0,0,59332.5000,-0.321128,0.732588,0.340859,0.691208,0.619065,0.799649,0.748947,0.415583,0.895658,1.672851,1.217772
2004,1,SE,0.500000,0.866025,76.8200,0,0,21769.5600,0.406216,0.692889,0.225713,0.509926,0.681429,0.563027,0.546861,0.697130,0.910502,0.793821,0.923900
2004,2,SE,0.866025,0.500000,76.8200,0,0,21769.5600,-0.315294,0.725753,0.084813,0.705827,0.681429,0.672237,0.748947,0.571998,0.955035,0.763086,0.825943
2004,3,SE,1.000000,6.123234e-17,76.8200,0,0,21769.5600,-0.297791,0.716288,-0.120671,0.784773,0.650247,0.690439,0.819237,0.478149,0.925346,0.898321,0.727985
2004,4,SE,0.866025,-0.500000,115.2300,0,0,32654.3400,-0.124058,0.735743,-0.129137,0.714599,0.619065,0.544825,0.740160,0.415583,0.806592,0.640144,0.825943
2004,5,SE,0.500000,-0.866025,307.2800,0,0,87078.2400,0.052268,0.775705,-0.083474,0.425133,0.338429,0.326406,0.453140,0.603281,0.747214,0.381968,0.532070
2004,6,SE,1.2246468e-16,-1.000000,576.1500,0,0,163271.7000,-0.036543,0.853789,-0.134143,0.278938,0.026611,0.326406,0.303772,0.040186,0.376107,0.830703,0.581049
2004,7,SE,-0.500000,-0.866025,768.2000,0,0,217695.6000,0.280454,0.836174,0.007550,-0.147951,0.026611,0.053381,-0.123830,0.134035,0.153442,1.015115,1.021857
2004,8,SE,-0.866025,-0.500000,768.2000,0,0,217695.6000,0.157286,0.869300,-0.044133,-0.200581,-0.066934,-0.037627,-0.161904,-0.147512,0.138598,0.560233,0.385134
2004,9,SE,-1.000000,-1.8369702e-16,576.1500,0,0,163271.7000,-0.235558,0.835385,-0.112487,0.106428,-0.160479,0.198994,0.142689,-0.147512,0.346418,1.150351,0.630028
2004,10,SE,-0.866025,0.500000,307.2800,0,0,87078.2400,-0.452724,0.765189,0.069458,0.425133,-0.004570,0.726842,0.473641,-0.053663,0.628460,1.672851,1.119815
2004,11,SE,-0.500000,0.866025,115.2300,0,0,32654.3400,-0.391788,0.732588,0.218649,0.515774,0.276066,0.799649,0.558576,0.196602,0.331574,1.574498,1.364709
2004,12,SE,-2.4492936e-16,1.000000,76.8200,0,0,21769.5600,-0.476062,0.722072,0.217098,0.688284,0.276066,0.854254,0.734303,0.227885,0.895658,1.396233,1.119815
2006,1,SE,0.500000,0.866025,298.3400,0,0,95212.6200,-0.386602,0.724701,5.533385,0.702904,0.681429,0.726842,0.740160,0.571998,0.969879,1.267145,0.630028
2006,2,SE,0.866025,0.500000,298.3400,0,0,95212.6200,-0.372989,0.693152,5.772777,0.822783,0.743793,0.890657,0.886599,0.665847,1.058945,1.426969,1.217772
2006,3,SE,1.000000,6.123234e-17,298.3400,0,0,95212.6200,-0.406050,0.708926,7.618331,1.006989,0.930883,0.927060,1.047682,0.790979,1.281609,1.334763,1.217772
2006,4,SE,0.866025,-0.500000,447.5100,0,0,142818.9300,-0.453373,0.670542,10.678983,1.199966,0.868520,1.527715,1.246839,0.697130,1.355831,0.929056,0.776964
2006,5,SE,0.500000,-0.866025,1193.3600,0,0,380850.4800,-0.476062,0.675011,9.015868,1.074239,0.288538,1.742494,1.088685,0.271681,1.384035,0.658586,-1.480955
2006,6,SE,1.2246468e-16,-1.000000,2237.5500,0,0,714094.6500,-0.476062,0.739424,6.460348,0.854946,0.039084,1.576859,0.719659,0.021417,1.260827,0.744644,-1.515240
2006,7,SE,-0.500000,-0.866025,2983.4000,1,0,952126.2000,-0.476062,0.803836,3.904831,0.635654,-0.204134,1.403943,0.350632,-0.222591,1.134651,0.830703,-1.549525
2006,8,SE,-0.866025,-0.500000,2983.4000,1,0,952126.2000,-0.476062,0.869300,1.307418,0.413438,-0.456707,1.231028,-0.024252,-0.475984,1.006990,0.916762,-1.583810
2006,9,SE,-1.000000,-1.8369702e-16,2237.5500,0,0,714094.6500,0.069576,0.842221,-0.100119,0.144439,0.400793,0.399212,0.098757,0.259168,0.791747,1.279439,0.532070
2006,10,SE,-0.866025,0.500000,1193.3600,0,0,380850.4800,1.812934,0.756776,0.018431,0.322797,0.587884,0.763245,0.374063,0.540715,1.088634,1.420822,0.874921
2006,11,SE,-0.500000,0.866025,447.5100,0,0,142818.9300,-0.262266,0.714185,0.027135,0.416362,0.681429,0.745044,0.473641,0.571998,1.133166,1.414675,0.630028
2006,12,SE,-2.4492936e-16,1.000000,298.3400,0,0,95212.6200,-0.446890,0.736795,0.089490,0.755534,0.837338,0.836052,0.819237,0.790979,1.148011,1.537616,1.021857
2007,1,SE,0.500000,0.866025,166.4200,0,0,57129.2800,-0.385954,0.727856,0.037045,0.746762,0.806156,0.836052,0.801665,0.822262,1.251921,1.088880,0.923900
2007,2,SE,0.866025,0.500000,166.4200,0,0,57129.2800,0.913737,0.721283,-0.040950,0.539165,0.837338,0.581229,0.576149,0.697130,1.162855,0.443438,1.364709
2007,3,SE,1.000000,6.123234e-17,166.4200,0,0,57129.2800,0.201756,0.741264,0.047692,0.699980,0.899702,0.563027,0.725516,0.884828,0.999568,0.486468,0.042283
2007,4,SE,0.866025,-0.500000,249.6300,0,0,85693.9200,0.382976,0.740213,-0.130764,0.463144,0.899702,0.235397,0.485356,0.790979,0.999568,0.461880,1.511645
2007,5,SE,0.500000,-0.866025,665.6800,0,0,228517.1200,4.737352,0.816193,-0.447828,-0.215200,0.179402,1.092695,-0.082827,0.005775,1.415208,0.959792,-1.583810
2007,6,SE,1.2246468e-16,-1.000000,1248.1500,0,0,428469.6000,3.592563,0.811198,-0.437965,-0.185961,0.141984,1.076314,-0.047682,-0.025508,1.415208,1.138057,-1.324223
2007,7,SE,-0.500000,-0.866025,1664.2000,0,0,571292.8000,2.719004,0.806202,-0.428107,-0.153799,0.104566,1.059932,-0.012536,-0.059919,1.415208,1.322469,-1.054840
2007,8,SE,-0.866025,-0.500000,1664.2000,0,0,571292.8000,1.693266,0.800944,-0.418082,-0.121636,0.064029,1.043551,0.025538,-0.091202,1.415208,1.506880,-0.785457
2007,9,SE,-1.000000,-1.8369702e-16,1248.1500,0,0,428469.6000,0.646655,0.795949,-0.408219,-0.092397,0.026611,1.028989,0.060683,-0.125614,1.415208,1.691292,-0.525870
2007,10,SE,-0.866025,0.500000,665.6800,0,0,228517.1200,-0.227552,0.780175,-0.251538,0.080113,0.556702,0.763245,0.198336,0.415583,0.969879,1.758910,0.630028
2007,11,SE,-0.500000,0.866025,249.6300,0,0,85693.9200,-0.468931,0.721020,0.028903,0.337416,0.712611,0.308204,0.376991,0.540715,0.895658,1.851116,1.413687
2007,12,SE,-2.4492936e-16,1.000000,166.4200,0,0,57129.2800,-0.476062,0.701039,-0.131638,0.243852,0.619065,0.271801,0.294986,0.540715,0.776903,1.531469,1.658581
2008,1,SE,0.500000,0.866025,275.0200,0,0,85686.1800,-0.476062,0.689997,-0.362726,0.232156,0.728202,1.059932,0.286199,0.287322,1.415208,1.771204,-0.790355
2008,2,SE,0.866025,0.500000,275.0200,0,0,85686.1800,-0.476062,0.686842,-0.335447,0.647349,1.373665,1.360259,0.649368,0.772209,1.609669,2.570323,-0.790355
2008,3,SE,1.000000,6.123234e-17,275.0200,0,0,85686.1800,-0.463745,0.681847,-0.307771,1.024532,2.062783,0.963463,0.983249,1.288379,1.792254,3.185029,-0.692398
2008,4,SE,0.866025,-0.500000,412.5300,0,0,128529.2700,0.027634,0.684739,-0.097124,0.676588,2.334064,0.654035,0.699157,2.136149,1.370675,0.160673,-0.055674
2008,5,SE,0.500000,-0.866025,1100.0800,0,0,342744.7200,0.998075,0.750466,-0.170539,0.430981,2.271701,0.399212,0.456069,2.104866,1.029256,0.523350,-0.055674
2008,6,SE,1.2246468e-16,-1.000000,2062.6500,0,0,642646.3500,-0.006075,0.809883,-0.164766,0.208765,1.055611,0.290002,0.227624,1.135092,0.554238,0.787674,0.776964
2008,7,SE,-0.500000,-0.866025,2750.2000,1,0,856861.8000,-0.131189,0.857995,-0.169564,-0.095321,1.273883,-0.055829,-0.085756,1.479206,0.865969,1.095027,0.287177
2008,8,SE,-0.866025,-0.500000,2750.2000,1,0,856861.8000,-0.475413,0.816456,-0.134794,-0.051462,1.149156,0.362809,-0.056468,1.197658,0.791747,0.799968,0.434113
2008,9,SE,-1.000000,-1.8369702e-16,2062.6500,0,0,642646.3500,-0.476062,0.822503,-0.090508,0.235080,1.585701,0.435616,0.245196,1.573055,0.806592,0.873733,0.776964
2008,10,SE,-0.866025,0.500000,1100.0800,0,0,342744.7200,-0.476062,0.795423,-0.038062,0.457296,0.993247,0.472019,0.461926,0.978677,1.029256,1.463851,0.972879
2008,11,SE,-0.500000,0.866025,412.5300,0,0,128529.2700,-0.461152,0.719443,0.044735,0.679512,0.930883,0.781447,0.693300,0.916111,1.133166,1.592939,1.119815
2008,12,SE,-2.4492936e-16,1.000000,275.0200,0,0,85686.1800,-0.453373,0.695518,0.030241,0.647349,0.837338,0.890657,0.693300,0.759696,1.192544,1.304027,0.776964
2009,1,SE,0.500000,0.866025,118.9200,0,0,39554.0800,-0.389844,0.715762,0.026458,0.770153,0.837338,0.726842,0.816309,0.790979,1.014412,1.334763,1.217772
2009,2,SE,0.866025,0.500000,118.9200,0,0,39554.0800,-0.372341,0.699462,-0.008367,0.784773,1.024429,0.836052,0.813380,0.978677,1.162855,0.972086,1.511645
2009,3,SE,1.000000,6.123234e-17,118.9200,0,0,39554.0800,-0.472172,0.678166,0.009378,0.872490,1.273883,0.945262,0.921745,1.197658,1.281609,0.818409,0.581049
2009,4,SE,0.866025,-0.500000,178.3800,0,0,59331.1200,-0.463097,0.709978,-0.081991,0.816936,2.209337,0.745044,0.851454,2.167432,1.251921,0.474174,0.679006
2009,5,SE,0.500000,-0.866025,475.6800,0,0,158216.3200,-0.474765,0.742053,-0.207886,0.322797,1.991065,0.690439,0.365276,1.885885,1.415208,0.209850,0.630028
2009,6,SE,1.2246468e-16,-1.000000,891.9000,0,0,296655.6000,-0.476062,0.801733,-0.137564,0.357884,1.991065,0.453817,0.388707,1.854602,0.999568,0.381968,0.140241
2009,7,SE,-0.500000,-0.866025,1189.2000,0,0,395540.8000,-0.061825,0.827761,-0.155261,0.159059,1.117974,0.381011,0.169048,1.041243,0.969879,0.578674,0.385134
2009,8,SE,-0.866025,-0.500000,1189.2000,0,0,395540.8000,0.223408,0.827235,-0.141309,0.056722,1.648065,0.399212,0.066541,1.604338,0.450328,0.953645,0.581049
2009,9,SE,-1.000000,-1.8369702e-16,891.9000,0,0,296655.6000,-0.232317,0.818033,-0.061081,0.267243,1.273883,0.417414,0.303772,1.291508,0.895658,1.162645,0.679006
2009,10,SE,-0.866025,0.500000,475.6800,0,0,158216.3200,-0.446598,0.722598,-0.072137,0.495307,1.180338,0.654035,0.552718,1.166375,1.148011,1.174939,0.972879
2009,11,SE,-0.500000,0.866025,178.3800,0,0,59331.1200,-0.228654,0.717865,0.247560,1.009913,0.304129,1.334777,1.033038,0.334247,1.550291,1.629822,-0.099755
2009,12,SE,-2.4492936e-16,1.000000,118.9200,0,0,39554.0800,-0.371757,0.726541,0.088664,1.053771,1.648065,0.635834,1.053540,1.573055,1.192544,1.703587,1.021857
2010,1,SE,0.500000,0.866025,203.9200,0,0,66980.3400,-0.327611,0.725490,0.021021,1.015761,1.273883,0.763245,1.021323,1.291508,1.222232,1.150351,0.630028
2010,2,SE,0.866025,0.500000,203.9200,0,0,66980.3400,-0.210925,0.716814,-0.048053,0.939739,1.492156,0.799649,0.983249,1.354074,1.251921,0.818409,2.540198
2010,3,SE,1.000000,6.123234e-17,203.9200,0,0,66980.3400,-0.354189,0.701302,-0.040622,1.050847,1.242701,0.836052,1.097472,1.322791,1.192544,0.806115,1.315730
2010,4,SE,0.866025,-0.500000,305.8800,0,0,100470.5100,0.965662,0.716288,-0.143533,0.752610,1.772792,0.708640,0.792878,1.729470,1.281609,0.209850,0.581049
2010,5,SE,0.500000,-0.866025,815.6800,0,0,267921.3600,0.076253,0.741001,-0.140005,0.623958,2.271701,0.672237,0.658154,2.198715,1.192544,0.664733,-0.398525
2010,6,SE,1.2246468e-16,-1.000000,1529.4000,0,0,502352.5500,0.567632,0.820662,-0.191488,0.255547,1.803974,0.198994,0.274484,1.792036,0.969879,1.254851,-1.040147
2010,7,SE,-0.500000,-0.866025,2039.2000,0,0,669803.4000,0.124873,0.838540,-0.144210,0.106428,1.305065,0.362809,0.122188,1.291508,0.821436,1.500733,-0.677704
2010,8,SE,-0.866025,-0.500000,2039.2000,0,0,669803.4000,-0.081273,0.862465,-0.110344,-0.025147,0.712611,0.107986,-0.006679,0.697130,0.509706,1.752763,-0.310364
2010,9,SE,-1.000000,-1.8369702e-16,1529.4000,0,0,502352.5500,-0.177215,0.825132,-0.094840,0.112276,0.463157,0.180792,0.128045,0.478149,0.509706,1.949469,0.727985
2010,10,SE,-0.866025,0.500000,815.6800,0,0,267921.3600,0.336950,0.753095,-0.174007,0.436829,-0.035752,0.672237,0.388707,0.040186,0.554238,0.972086,0.825943
2010,11,SE,-0.500000,0.866025,305.8800,0,0,100470.5100,-0.066460,0.681584,-0.242570,1.077162,-0.004570,0.988946,0.561505,-0.353980,0.984723,1.476145,-0.276079
2010,12,SE,-2.4492936e-16,1.000000,203.9200,0,0,66980.3400,-0.440408,0.656345,-0.165614,1.141488,0.463157,1.018068,1.059397,0.509432,0.776903,1.955616,1.119815
2011,1,SE,0.500000,0.866025,166.4600,0,0,55446.6200,-0.098776,0.686053,-0.090456,0.846175,0.494338,0.708640,0.842668,0.697130,-1.286455,1.156498,0.923900
2011,2,SE,0.866025,0.500000,166.4600,0,0,55446.6200,-0.380768,0.702617,-0.085297,0.913424,-0.544016,0.708640,0.915887,-2.083931,-0.812922,1.285586,0.630028
2011,3,SE,1.000000,6.123234e-17,166.4600,0,0,55446.6200,-0.291957,0.679218,-0.096199,1.053771,0.587884,0.763245,1.053540,0.759696,0.563145,0.861439,0.972879
2011,4,SE,0.866025,-0.500000,249.6900,0,0,83169.9300,0.366673,0.713659,-0.172631,0.796468,0.463157,0.817850,0.792878,0.509432,0.717526,0.787674,0.727985
2011,5,SE,0.500000,-0.866025,665.8400,0,0,221786.4800,0.692746,0.755461,-0.220727,0.445601,0.338429,0.508422,0.476570,0.321734,0.598771,0.670880,0.189219
2011,6,SE,1.2246468e-16,-1.000000,1248.4500,0,0,415849.6500,-0.145451,0.806728,-0.202279,0.164906,0.088975,0.198994,0.186621,0.165319,0.509706,0.154526,0.238198
2011,7,SE,-0.500000,-0.866025,1664.6000,0,0,554466.2000,0.008835,0.831442,-0.221933,0.007016,-0.004570,0.217196,0.013823,0.040186,0.316730,0.910615,0.483092
2011,8,SE,-0.866025,-0.500000,1664.6000,0,0,554466.2000,-0.171381,0.844061,-0.148513,0.047950,-0.316388,0.144389,0.078256,-0.397776,0.390951,0.701615,0.385134
2011,9,SE,-1.000000,-1.8369702e-16,1248.4500,0,0,415849.6500,-0.257599,0.861939,-0.135745,0.115200,-0.316388,0.490221,0.154404,-0.303927,0.183131,1.340910,-0.104653
2011,10,SE,-0.866025,0.500000,665.8400,0,0,221786.4800,-0.090997,0.737846,-0.097699,0.366655,0.151339,0.654035,0.426781,0.134035,0.702682,1.513028,1.217772
2011,11,SE,-0.500000,0.866025,249.6900,0,0,83169.9300,-0.319832,0.734429,-0.105747,0.422209,0.182520,0.417414,0.485356,0.134035,0.598771,1.617528,1.364709
2011,12,SE,-2.4492936e-16,1.000000,166.4600,0,0,55446.6200,-0.459207,0.723386,-0.056569,0.591795,0.276066,0.799649,0.643511,1.197658,0.762059,1.199527,0.972879
2012,1,SE,0.500000,0.866025,74.7200,0,0,26246.4600,-0.415774,0.737058,-0.081279,0.679512,0.307248,0.927060,0.725516,0.134035,0.806592,1.617528,1.511645
2012,2,SE,0.866025,0.500000,74.7200,0,0,26246.4600,-0.120169,0.729433,-0.070650,0.776001,0.276066,0.927060,0.810451,0.290451,0.851125,1.482292,0.532070
2012,3,SE,1.000000,6.123234e-17,74.7200,0,0,26246.4600,-0.380768,0.743630,-0.080231,0.799392,0.307248,0.836052,0.839739,0.415583,0.791747,1.205674,1.168794
2012,4,SE,0.866025,-0.500000,112.0800,0,0,39369.6900,-0.368451,0.742316,-0.112474,0.781849,0.400793,0.308204,0.816309,0.321734,0.405795,0.720056,0.091262
2012,5,SE,0.500000,-0.866025,298.8800,0,0,104985.8400,0.092460,0.787799,-0.177377,0.507002,0.057793,0.544825,0.538074,0.134035,0.465173,0.461880,-0.006696
2012,6,SE,1.2246468e-16,-1.000000,560.4000,0,0,196848.4500,0.067826,0.829601,-0.203021,0.276014,0.587884,0.399212,0.297914,0.822262,0.227664,0.578674,0.385134
2012,7,SE,-0.500000,-0.866025,747.2000,0,0,262464.6000,-0.020337,0.847216,-0.201402,0.050874,-0.004570,0.144389,0.078256,-0.147512,0.227664,0.695468,0.091262
2012,8,SE,-0.866025,-0.500000,747.2000,0,0,262464.6000,-0.067660,0.889281,-0.164362,-0.042690,-0.066934,0.198994,-0.035967,0.102752,0.316730,1.076586,0.874921
2012,9,SE,-1.000000,-1.8369702e-16,560.4000,0,0,196848.4500,-0.142209,0.864568,-0.139225,0.150287,-0.035752,0.217196,0.177834,-0.084946,0.361263,1.088880,0.679006
2012,10,SE,-0.866025,0.500000,298.8800,0,0,104985.8400,-0.124058,0.790691,-0.105091,0.258471,1.554519,0.435616,0.280342,1.447923,0.658149,1.513028,1.021857
2012,11,SE,-0.500000,0.866025,112.0800,0,0,39369.6900,-0.449483,0.714710,-0.061413,0.591795,1.180338,0.654035,0.631795,1.291508,1.406302,2.146175,1.364709
2012,12,SE,-2.4492936e-16,1.000000,74.7200,0,0,26246.4600,-0.463097,0.719180,-0.059219,0.764305,-4.360668,0.927060,0.792878,0.415583,1.370675,1.445410,0.385134
2013,1,SE,0.500000,0.866025,49.3200,0,0,19843.3000,-0.446890,0.733903,-0.072469,0.825707,-2.655023,0.963463,0.877813,0.199730,1.335049,1.586792,0.972879
2013,2,SE,0.866025,0.500000,49.3200,0,0,19843.3000,-0.401512,0.729433,-0.064758,0.936815,-1.117761,1.145480,0.968605,-0.016123,1.302392,1.347057,0.581049
2013,3,SE,1.000000,6.123234e-17,49.3200,0,0,19843.3000,-0.380768,0.729433,-0.066266,1.012837,0.244884,1.018068,1.059397,0.321734,0.984723,1.334763,1.021857
2013,4,SE,0.866025,-0.500000,73.9800,0,0,29764.9500,0.260358,0.740213,-0.136460,0.805240,1.211520,0.654035,0.836810,1.385357,0.910502,0.886027,0.385134
2013,5,SE,0.500000,-0.866025,197.2800,0,0,79373.2000,-0.119520,0.773076,-0.187244,0.489459,1.211520,0.635834,0.511715,1.291508,0.910502,-0.091356,0.140241
2013,6,SE,1.2246468e-16,-1.000000,369.9000,0,0,148824.7500,-0.476062,0.804888,-0.200098,0.322797,0.899702,0.508422,0.333060,0.884828,0.672993,-0.005297,0.336155
2013,7,SE,-0.500000,-0.866025,493.2000,0,0,198433.0000,-0.476062,0.844587,-0.212994,0.100581,0.525520,0.290002,0.113401,0.446866,0.613616,0.369674,0.679006
2013,8,SE,-0.866025,-0.500000,493.2000,0,0,198433.0000,-0.259868,0.836963,-0.183998,0.009940,0.806156,0.362809,0.010894,1.009960,0.242508,0.775380,0.483092
2013,9,SE,-1.000000,-1.8369702e-16,369.9000,0,0,148824.7500,-0.345114,0.829601,-0.101568,0.328645,0.369611,0.544825,0.344775,0.196602,0.569083,1.353204,0.874921
2013,10,SE,-0.866025,0.500000,197.2800,0,0,79373.2000,0.128114,0.790954,-0.091083,0.451448,0.463157,0.635834,0.479499,0.603281,0.702682,1.722028,1.266751
2013,11,SE,-0.500000,0.866025,73.9800,0,0,29764.9500,0.074957,0.731011,-0.085715,0.524546,1.024429,0.399212,0.549790,1.009960,0.806592,1.851116,1.217772
2013,12,SE,-2.4492936e-16,1.000000,49.3200,0,0,19843.3000,-0.243986,0.713922,-0.054541,0.688284,2.271701,0.854254,0.728445,2.386414,-1.835695,1.654410,1.217772
2014,1,SE,0.500000,0.866025,36.9400,0,0,14331.6800,-0.406698,0.753621,-0.044550,0.872490,1.554519,0.799649,0.871955,1.604338,-1.924761,1.101174,0.776964
2014,2,SE,0.866025,0.500000,36.9400,0,0,14331.6800,-0.208331,0.722335,-0.092058,0.834479,2.084610,0.854254,0.828024,2.198715,-1.880228,1.058145,0.287177
2014,3,SE,1.000000,6.123234e-17,36.9400,0,0,14331.6800,-0.114982,0.736269,-0.119074,0.878337,1.429792,0.872455,0.886599,1.885885,-1.850539,1.027409,0.287177
2014,4,SE,0.866025,-0.500000,55.4100,0,0,21497.5200,0.270082,0.736532,-0.154520,0.860794,0.993247,0.763245,0.860240,1.166375,-0.752060,0.677027,0.287177
2014,5,SE,0.500000,-0.866025,147.7600,0,0,57326.7200,0.178678,0.765189,-0.189251,0.507002,0.026611,0.417414,0.502929,1.166375,-0.084067,0.357379,0.581049
2014,6,SE,1.2246468e-16,-1.000000,277.0500,0,0,107487.6000,0.068474,0.820137,-0.209066,0.267243,0.276066,0.362809,0.268627,0.478149,0.569083,0.357379,-0.104653
2014,7,SE,-0.500000,-0.866025,369.4000,0,0,143316.8000,0.225353,0.884286,-0.210067,0.074265,0.182520,0.253599,0.078256,0.947394,0.658149,0.941351,0.287177
2014,8,SE,-0.866025,-0.500000,369.4000,0,0,143316.8000,-0.174622,0.871404,-0.164349,0.088885,0.057793,0.326406,0.095828,0.259168,0.301885,0.738497,-0.153632
2014,9,SE,-1.000000,-1.8369702e-16,277.0500,0,0,107487.6000,-0.247227,0.839329,-0.133431,0.205841,0.057793,0.362809,0.218837,-0.053663,0.450328,1.334763,0.825943
2014,10,SE,-0.866025,0.500000,147.7600,0,0,57326.7200,-0.286122,0.811724,-0.105572,0.445601,0.182520,0.617632,0.450211,0.540715,0.420640,1.765057,1.021857
2014,11,SE,-0.500000,0.866025,55.4100,0,0,21497.5200,-0.249820,0.742053,-0.087704,0.521622,0.525520,0.526624,0.538074,0.509432,0.672993,1.408527,1.266751
2014,12,SE,-2.4492936e-16,1.000000,36.9400,0,0,14331.6800,-0.407346,0.755987,-0.087372,0.685360,0.369611,0.708640,0.705015,0.947394,0.910502,1.254851,0.776964
2015,1,SE,0.500000,0.866025,20.4400,0,0,8810.5600,-0.340576,0.777283,-0.059232,0.840327,0.587884,1.072673,0.860240,0.634564,0.821436,1.414675,0.630028
2015,2,SE,0.866025,0.500000,20.4400,0,0,8810.5600,-0.255006,0.746785,-0.092723,0.846175,0.650247,0.817850,0.860240,0.697130,1.044101,1.095027,0.727985
2015,3,SE,1.000000,6.123234e-17,20.4400,0,0,8810.5600,-0.228427,0.735217,-0.093545,0.960207,0.650247,0.781447,0.983249,0.728413,0.910502,0.953645,0.434113
2015,4,SE,0.866025,-0.500000,30.6600,0,0,13215.8400,0.098294,0.732062,-0.140942,0.922196,0.837338,0.799649,0.942246,1.698187,0.865969,0.486468,0.581049
2015,5,SE,0.500000,-0.866025,81.7600,0,0,35242.2400,0.989000,0.779912,-0.205334,0.562556,0.681429,0.563027,0.573220,1.510489,0.672993,0.172967,0.630028
2015,6,SE,1.2246468e-16,-1.000000,153.3000,0,0,66079.2000,0.277213,0.840643,-0.222955,0.311101,0.806156,0.599430,0.312558,1.573055,0.361263,0.369674,1.070836
2015,7,SE,-0.500000,-0.866025,204.4000,0,0,88105.6000,0.340742,0.858258,-0.209739,0.123972,1.336247,0.326406,0.128045,1.354074,-0.143444,-2.556329,-0.202610
2015,8,SE,-0.866025,-0.500000,204.4000,0,0,88105.6000,-0.127299,0.860099,-0.177411,0.024559,-0.628206,0.035179,0.019680,-0.679323,-0.484863,-3.152594,-2.749504
2015,9,SE,-1.000000,-1.8369702e-16,153.3000,0,0,66079.2000,-0.352245,0.821188,-0.100102,0.392970,-0.659388,0.417414,0.420923,-0.616757,0.138598,-0.177415,0.483092
2015,10,SE,-0.866025,0.500000,81.7600,0,0,35242.2400,-0.376878,0.805677,-0.070305,0.501155,-0.472297,0.654035,0.546861,-0.554191,-0.202821,1.506880,0.825943
2015,11,SE,-0.500000,0.866025,30.6600,0,0,13215.8400,-0.443649,0.732062,-0.027177,0.641502,-0.347570,0.763245,0.693300,-0.491625,0.257352,2.140028,1.413687
2015,12,SE,-2.4492936e-16,1.000000,20.4400,0,0,8810.5600,-0.369748,0.774128,-0.056761,0.726295,-0.035752,0.890657,0.763591,-0.022380,0.316730,1.396233,0.825943
2016,1,SE,0.500000,0.866025,50.8600,0,0,21646.8400,-0.207035,0.730485,-0.123879,0.743838,0.120157,0.581229,0.792878,0.290451,0.569083,0.677027,0.874921
2016,2,SE,0.866025,0.500000,50.8600,0,0,21646.8400,-0.476062,0.757564,-0.062210,1.006989,0.213702,0.890657,1.035967,0.040186,0.539394,0.959792,1.511645
2016,3,SE,1.000000,6.123234e-17,50.8600,0,0,21646.8400,-0.476062,0.761508,-0.097550,1.085934,0.463157,1.127278,1.109187,0.353017,0.613616,0.892174,-0.006696
2016,4,SE,0.866025,-0.500000,76.2900,0,0,32470.2600,-0.476062,0.753621,-0.139285,1.006989,0.120157,0.872455,1.035967,0.227885,0.613616,0.916762,0.434113
2016,5,SE,0.500000,-0.866025,203.4400,0,0,86587.3600,0.191643,0.807517,-0.192374,0.626882,0.244884,0.581229,0.640582,0.102752,0.272197,0.271321,0.776964
