Year,Month,State,Deforestation_ha,CO2_Emissions,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2014,11,PR,1876.53,1080411.42,106.0,911.14,809.93,19.29,20.0,11.0,18.8,21.0,1.0,5.64,5.0
2014,12,PR,1251.02,720274.28,142.0,910.85,824.23,20.99,20.0,14.0,20.44,21.0,8.0,5.95,7.0
2015,1,PR,864.24,612113.86,167.0,912.35,918.46,22.67,21.0,16.0,22.09,21.0,10.0,5.64,7.0
2015,2,PR,864.24,612113.86,237.0,911.15,732.75,21.25,21.0,16.0,20.71,21.0,11.0,4.99,8.0
2015,3,PR,864.24,612113.86,190.0,912.09,636.84,20.07,20.0,15.0,19.62,21.0,9.0,4.61,5.0
2015,4,PR,1296.36,918170.79,49.0,913.35,588.71,18.41,20.0,11.0,17.92,20.0,8.0,4.57,6.0
2015,5,PR,3456.96,2448455.44,110.0,914.66,433.81,15.96,20.0,8.0,15.54,21.0,2.0,4.59,7.0
2015,6,PR,6481.8,4590853.95,78.0,916.55,475.86,14.97,17.0,8.0,14.46,17.0,2.0,4.89,9.0
2015,7,PR,8642.4,6121138.6,169.0,914.8,434.11,15.01,17.0,7.0,14.59,17.0,0.0,4.96,9.0
2015,8,PR,8642.4,6121138.6,23.0,915.21,661.36,17.56,17.0,10.0,16.96,18.0,0.0,4.76,8.0
2015,9,PR,6481.8,4590853.95,92.0,911.66,639.65,18.29,19.0,8.0,17.77,20.0,1.0,5.26,7.0
2015,10,PR,3456.96,2448455.44,209.0,912.7,583.29,18.21,20.0,10.0,17.76,20.0,7.0,5.7,7.0
2015,11,PR,1296.36,918170.79,212.0,910.22,554.11,18.9,20.0,13.0,18.49,22.0,9.0,5.54,7.0
2015,12,PR,864.24,612113.86,255.0,910.91,694.9,21.37,21.0,14.0,20.87,22.0,12.0,5.51,7.0
2016,1,PR,1394.0,891671.68,168.0,910.65,838.97,21.18,22.0,13.0,20.66,23.0,3.0,5.73,7.0
2016,2,PR,1394.0,891671.68,301.0,911.71,696.83,22.13,22.0,16.0,21.65,23.0,12.0,5.31,7.0
2016,3,PR,1394.0,891671.68,96.0,912.95,687.67,20.54,21.0,13.0,20.04,21.0,7.0,5.38,6.0
2016,4,PR,2091.0,1337507.52,138.0,913.0,741.89,21.24,22.0,6.0,20.68,22.0,0.0,4.56,6.0
2016,5,PR,5576.0,3566686.72,146.0,914.88,442.97,14.97,18.0,5.0,14.59,18.0,1.0,4.72,7.0
2016,6,PR,10455.0,6687537.6,136.5,916.5,637.71,12.37,16.0,6.0,11.85,17.0,0.0,3.99,6.0
2016,7,PR,13940.0,8916716.8,117.0,915.13,618.52,14.44,15.0,6.0,13.84,16.0,0.0,4.99,7.0
2016,8,PR,13940.0,8916716.8,174.5,914.44,655.56,14.86,18.0,6.0,14.32,18.0,0.0,4.82,7.0
2016,9,PR,10455.0,6687537.6,87.0,914.38,818.24,15.52,16.0,7.0,14.94,16.0,0.0,5.52,9.0
2016,10,PR,5576.0,3566686.72,173.0,912.3,651.61,16.85,20.0,9.0,16.39,21.0,0.0,5.97,8.0
2016,11,PR,2091.0,1337507.52,104.0,911.28,789.38,18.33,20.0,9.0,17.78,21.0,2.0,5.82,7.0
2016,12,PR,1394.0,891671.68,81.0,910.49,732.03,20.76,22.0,12.0,20.26,22.0,7.0,5.5,6.0
2017,1,PR,2073.98,1177284.68,196.0,911.1,803.59,21.78,21.0,14.0,21.24,22.0,6.0,5.33,8.0
2017,2,PR,2073.98,1177284.68,84.0,911.35,866.67,22.59,22.0,17.0,22.01,22.0,8.0,5.03,8.0
2017,3,PR,2073.98,1177284.68,42.0,912.77,610.69,19.89,22.0,13.0,19.43,22.0,10.0,5.22,7.0
2017,4,PR,3110.97,1765927.02,68.0,913.76,537.95,17.67,20.0,8.0,17.23,22.0,0.0,5.27,5.0
2017,5,PR,8295.92,4709138.72,101.0,913.93,466.8,16.75,19.0,10.0,16.35,19.0,5.0,4.66,7.0
2017,6,PR,15554.85,8829635.1,182.0,915.59,539.09,15.01,18.0,7.0,14.48,20.0,0.0,4.81,9.0
2017,7,PR,20739.8,11772846.8,2.0,919.91,675.83,14.1,13.0,6.0,13.48,14.0,1.0,4.24,7.0
2017,8,PR,20739.8,11772846.8,94.0,915.01,543.56,15.36,18.0,7.0,14.85,18.0,1.0,5.23,8.0
2017,9,PR,15554.85,8829635.1,44.0,915.69,733.48,19.21,17.0,11.0,18.58,18.0,2.0,5.15,5.0
2017,10,PR,8295.92,4709138.72,223.0,911.46,627.78,17.97,18.0,9.0,17.46,20.0,0.0,6.24,7.0
2017,11,PR,3110.97,1765927.02,132.0,910.11,855.9,18.47,20.0,11.0,17.9,20.0,0.0,5.77,6.0
2017,12,PR,2073.98,1177284.68,164.0,909.82,724.27,20.48,21.0,15.0,19.94,22.0,3.0,5.46,6.0
2018,1,PR,1166.68,773783.5,355.0,910.74,745.04,20.73,21.0,15.0,20.19,22.0,5.0,5.91,7.0
2018,2,PR,1166.68,773783.5,91.0,911.21,759.56,19.95,22.0,14.0,19.42,23.0,4.0,5.32,7.0
2018,3,PR,1166.68,773783.5,320.0,910.67,648.4,21.34,21.0,16.0,20.83,22.0,10.0,4.55,6.0
2018,4,PR,1750.02,1160675.25,17.0,914.83,726.37,19.4,19.0,12.0,18.84,20.0,3.0,4.38,6.0
2018,5,PR,4666.72,3095134.0,26.0,915.3,636.19,16.79,19.0,7.0,16.25,20.0,0.0,4.69,7.0
2018,6,PR,8750.1,5803376.25,84.5,915.39,440.23,15.01,17.0,8.0,14.54,18.0,0.0,4.19,6.0
2018,7,PR,11666.8,7737835.0,4.0,915.44,618.11,16.13,15.0,8.0,15.53,16.0,0.0,4.45,6.0
2018,8,PR,11666.8,7737835.0,45.0,915.69,719.17,14.46,16.0,7.0,13.89,16.0,0.0,5.15,8.0
2018,9,PR,8750.1,5803376.25,61.0,912.55,600.58,16.74,17.0,7.0,16.25,19.0,3.0,5.06,6.0
2018,10,PR,4666.72,3095134.0,272.0,911.81,519.84,17.17,21.0,12.0,16.74,21.0,7.0,5.43,8.0
2018,11,PR,1750.02,1160675.25,69.0,911.71,761.65,18.99,20.0,11.0,18.44,21.0,9.0,6.08,6.0
2018,12,PR,1166.68,773783.5,83.0,911.23,989.13,22.03,21.0,12.0,21.37,24.0,0.0,5.84,8.0
2019,1,PR,1249.04,735632.42,191.0,912.69,890.64,23.44,23.0,18.0,22.8,23.0,8.0,5.3,9.0
2019,2,PR,1249.04,735632.42,271.0,911.05,721.05,20.87,24.0,16.0,20.34,24.0,10.0,5.4,8.0
2019,3,PR,1249.04,735632.42,61.0,913.16,647.9,20.44,21.0,14.0,19.94,22.0,8.0,5.23,6.0
2019,4,PR,1873.56,1103448.63,115.0,912.37,580.4,19.76,20.0,12.0,19.27,22.0,5.0,4.27,7.0
2019,5,PR,4996.16,2942529.68,242.0,913.13,391.67,17.55,20.0,9.0,17.16,22.0,5.0,4.4,6.0
2019,6,PR,9367.8,5517243.15,72.0,916.45,520.19,16.27,17.0,9.0,15.71,18.0,3.0,3.82,6.0
2019,7,PR,12490.4,7356324.2,11.0,915.7,686.96,14.91,17.0,6.0,14.26,17.0,0.0,4.69,6.0
2019,8,PR,12490.4,7356324.2,50.0,917.56,642.02,14.97,15.0,6.0,14.43,16.0,0.0,5.35,6.0
2019,9,PR,9367.8,5517243.15,133.0,914.09,578.95,17.05,20.0,8.0,16.57,20.0,5.0,5.5,6.0
2019,10,PR,4996.16,2942529.68,89.0,912.58,809.12,19.77,19.0,12.0,19.17,20.0,5.0,5.63,6.0
2019,11,PR,1873.56,1103448.63,94.0,911.02,803.59,19.2,20.0,12.0,18.64,21.0,5.0,5.93,7.0
2019,12,PR,1249.04,735632.42,66.0,910.78,838.03,20.51,20.0,14.0,19.96,21.0,6.0,5.22,7.0
2020,1,PR,1105.22,657624.92,202.0,909.97,163.0,21.39,22.0,15.0,20.81,23.0,7.0,5.34,7.0
2020,2,PR,1105.22,657624.92,101.0,911.83,163.0,20.46,21.0,12.0,19.93,22.0,8.0,4.94,5.0
2020,3,PR,1105.22,657624.92,11.0,913.29,163.0,20.08,22.0,13.0,19.43,22.0,6.0,5.02,5.0
2020,4,PR,1657.83,986437.38,21.0,914.12,163.0,17.94,20.0,8.0,17.29,20.0,0.0,4.99,6.0
2020,5,PR,4420.88,2630499.68,23.0,914.2,163.0,15.5,17.0,7.0,14.86,18.0,0.0,4.61,7.0
2020,6,PR,8289.15,4932186.9,137.0,914.62,163.0,16.02,20.0,8.0,15.56,20.0,5.0,4.94,9.0
2020,7,PR,11052.2,6576249.2,27.0,914.74,163.0,15.07,16.0,8.0,14.47,18.0,0.0,5.25,8.0
2020,8,PR,11052.2,6576249.2,153.0,915.89,163.0,15.17,16.0,7.0,14.56,18.0,2.0,4.61,8.0
2020,9,PR,8289.15,4932186.9,44.0,913.98,163.0,18.57,18.0,9.0,17.97,19.0,0.0,5.6,7.0
2020,10,PR,4420.88,2630499.68,117.0,911.88,163.0,18.89,20.0,12.0,18.33,21.0,0.0,5.9,7.0
2020,11,PR,1657.83,986437.38,205.0,912.02,163.0,18.58,20.0,8.0,17.98,21.0,0.0,5.51,8.0
2020,12,PR,1105.22,657624.92,162.0,910.44,163.0,20.69,21.0,15.0,20.11,21.0,7.0,5.72,8.0
2021,1,PR,1396.86,1080883.18,210.0,910.82,163.0,21.21,22.0,15.0,20.72,22.0,12.0,5.61,6.0
2021,2,PR,1396.86,1080883.18,83.0,910.09,163.0,21.07,22.0,14.0,20.44,23.0,6.0,5.18,6.0
2021,3,PR,1396.86,1080883.18,124.0,911.2,163.0,21.11,22.0,12.0,20.56,22.0,6.0,4.8,6.0
2021,4,PR,2095.29,1621324.77,10.0,914.13,163.0,17.57,18.0,11.0,17.02,19.0,6.0,4.83,6.0
2021,5,PR,5587.44,4323532.72,124.0,913.9,163.0,15.85,18.0,8.0,15.26,18.0,0.0,4.49,8.0
2021,6,PR,10476.45,8106623.85,101.0,915.14,163.0,14.15,14.0,7.0,13.41,15.0,9.0,4.27,6.0
2021,7,PR,13968.6,10808831.8,15.0,916.93,163.0,13.48,13.87,7.0,10.48,14.0,12.87,4.68,6.0
2021,8,PR,13968.6,10808831.8,113.5,916.24,163.0,15.87,13.73,8.0,15.36,14.0,12.79,4.8,6.0
2021,9,PR,10476.45,8106623.85,65.0,913.37,163.0,18.02,13.59,10.0,17.43,14.0,12.73,5.39,6.0
2021,10,PR,5587.44,4323532.72,175.0,912.43,163.0,16.19,13.45,10.0,15.8,14.0,12.66,5.39,6.0
2021,11,PR,2095.29,1621324.77,44.0,910.32,163.0,19.22,13.31,12.0,18.67,14.0,12.59,5.66,8.0
2021,12,PR,1396.86,1080883.18,149.0,909.9,163.0,19.99,13.18,12.0,19.36,14.0,12.52,5.75,6.0
2022,1,PR,1140.16,898834.24,221.0,910.26,163.0,21.35,13.03,14.0,20.75,14.0,12.45,4.68,6.0
2022,2,PR,1140.16,898834.24,114.0,910.86,163.0,21.93,12.89,13.0,21.28,14.0,12.38,4.57,5.0
2022,3,PR,1140.16,898834.24,223.0,911.57,163.0,21.01,12.77,12.0,20.51,14.0,12.31,4.7,7.0
2022,4,PR,1710.24,1348251.36,99.0,912.98,163.0,17.79,12.63,9.0,17.3,14.0,12.24,4.16,8.0
2022,5,PR,4560.64,3595336.96,161.0,913.45,163.0,15.12,12.49,7.0,14.6,14.0,12.17,4.67,8.0
2022,6,PR,8551.2,6741256.8,136.0,914.14,163.0,14.36,12.35,8.0,13.86,14.0,12.11,4.27,7.0
2022,7,PR,11401.6,8988342.4,31.0,914.78,163.0,16.5,12.21,8.0,15.89,14.0,12.04,4.33,7.0
2022,8,PR,11401.6,8988342.4,121.5,915.36,163.0,14.27,15.0,8.0,13.82,16.0,1.0,5.14,7.0
2022,9,PR,8551.2,6741256.8,161.5,914.15,163.0,14.02,17.0,8.0,13.6,18.0,0.0,5.72,6.0
2022,10,PR,4560.64,3595336.96,136.0,911.83,163.0,17.64,19.0,10.0,17.13,20.0,2.0,5.41,8.0
2022,11,PR,1710.24,1348251.36,169.5,912.4,163.0,16.98,20.0,8.0,16.43,20.0,1.0,5.82,7.0
2022,12,PR,1140.16,898834.24,159.0,909.64,163.0,20.24,22.0,13.0,19.72,23.0,8.0,5.4,6.0
2023,1,PR,906.78,771126.96,108.0,910.65,163.0,21.0,21.0,14.0,20.41,22.0,8.0,5.21,6.0
2023,2,PR,906.78,771126.96,120.0,910.91,163.0,21.05,21.0,13.0,20.5,22.0,11.0,5.51,7.0
2023,3,PR,906.78,771126.96,89.0,912.67,163.0,21.34,22.0,14.0,20.8,23.0,5.0,4.93,6.0
2023,4,PR,1360.17,1156690.44,79.0,912.61,163.0,17.92,19.0,9.0,17.41,20.0,2.0,4.77,8.0
2023,5,PR,3627.12,3084507.84,52.0,915.09,163.0,16.69,20.0,8.0,16.16,20.0,0.0,3.7,4.0
2023,6,PR,6800.85,5783452.2,50.5,915.77,163.0,15.44,16.0,7.0,14.93,16.0,6.0,4.53,7.0
2023,7,PR,9067.8,7711269.6,75.0,916.26,163.0,14.62,17.0,4.0,14.15,18.0,0.0,4.71,10.0
2023,8,PR,9067.8,7711269.6,109.0,914.17,163.0,15.78,17.0,6.0,15.26,19.0,0.0,5.02,9.0
2023,9,PR,6800.85,5783452.2,104.0,912.78,163.0,19.21,21.0,11.0,18.66,22.0,3.0,5.79,8.0
2023,10,PR,3627.12,3084507.84,425.0,911.03,163.0,17.72,21.0,11.0,17.31,22.0,10.0,5.55,7.0
2023,11,PR,1360.17,1156690.44,221.0,910.6,163.0,20.31,22.0,9.0,19.8,22.0,6.0,5.71,10.0
2023,12,PR,906.78,771126.96,53.0,911.28,163.0,22.34,22.0,14.0,21.73,23.0,8.0,5.62,7.0
2003,1,SC,884.2,280609.68,0.0,1016.2,66.0,25.2,17.5,25.7,24.9,18.8,16.4,10.2,4.6
2003,2,SC,884.2,280609.68,0.0,1016.2,66.0,25.2,17.5,25.7,24.9,18.8,16.4,10.2,4.6
2003,3,SC,884.2,280609.68,35.4,1016.53,415.51,24.18,22.6,17.4,23.81,22.7,11.9,7.89,8.0
2003,4,SC,1326.3,420914.52,87.4,1015.67,637.18,22.29,22.4,13.0,21.85,23.1,3.0,4.74,6.3
2003,5,SC,3536.8,1122438.72,39.1,1016.98,540.58,19.32,20.4,9.3,18.78,20.6,0.3,4.29,7.0
2003,6,SC,6631.5,2104572.6,86.0,1017.29,401.85,18.67,19.1,12.9,18.25,19.6,9.8,4.28,7.9
2003,7,SC,8842.0,2806096.8,24.7,1020.52,385.74,17.38,17.4,5.6,17.01,17.7,0.0,4.7,7.2
2003,8,SC,8842.0,2806096.8,11.8,1020.68,631.38,16.46,17.2,6.5,15.98,17.5,0.3,5.3,7.3
2003,9,SC,6631.5,2104572.6,110.2,1019.09,659.49,17.82,19.2,7.3,17.44,19.6,0.1,5.88,7.9
2003,10,SC,3536.8,1122438.72,57.7,1016.44,704.29,20.99,19.9,15.1,20.42,20.1,6.3,5.84,7.6
2003,11,SC,1326.3,420914.52,114.2,1012.56,891.74,22.22,21.8,12.7,21.81,22.3,8.3,6.23,9.3
2003,12,SC,884.2,280609.68,282.4,1012.6,827.07,23.54,23.2,16.6,23.16,24.0,7.2,6.17,9.4
2004,1,SC,814.92,280539.74,324.4,1011.97,826.85,24.27,23.7,17.1,23.87,24.3,11.5,5.11,7.7
2004,2,SC,814.92,280539.74,190.2,1013.36,909.3,24.14,24.4,17.5,23.69,24.4,13.4,5.22,8.4
2004,3,SC,814.92,280539.74,208.4,1014.23,762.05,23.42,23.5,17.4,23.06,23.5,11.3,5.07,7.2
2004,4,SC,1222.38,420809.61,103.0,1017.66,683.88,23.5,23.1,19.4,23.27,23.3,16.66,5.22,8.5
2004,5,SC,3259.68,1122158.96,66.6,1026.03,1250.81,19.3,18.7,9.8,18.85,19.0,5.1,5.03,7.3
2004,6,SC,6111.9,2104048.05,101.0,1019.55,441.45,17.8,19.3,5.5,17.47,19.6,0.1,4.76,7.8
2004,7,SC,8149.2,2805397.4,85.6,1020.64,400.33,16.46,20.2,5.9,16.13,20.3,0.0,5.07,9.9
2004,8,SC,8149.2,2805397.4,6.62,1023.03,274.64,15.68,18.0,6.5,15.55,18.8,1.1,3.46,6.5
2004,9,SC,6111.9,2104048.05,19.29,1024.39,242.83,16.32,12.18,16.02,16.17,12.38,10.84,3.29,1.4
2004,10,SC,3259.68,1122158.96,36.34,1025.71,369.0,17.49,13.35,17.14,17.22,13.55,11.98,3.94,1.63
2004,11,SC,1222.38,420809.61,51.04,1027.02,495.17,18.66,14.49,18.29,18.27,14.69,13.15,4.59,1.86
2004,12,SC,814.92,280539.74,69.14,1028.33,621.34,19.83,15.67,19.41,19.31,15.87,14.29,5.24,2.09
2005,1,SC,956.06,363192.86,85.82,1029.66,749.58,21.01,16.84,20.56,20.38,17.04,15.47,5.9,2.33
2005,2,SC,956.06,363192.86,91.84,1030.93,871.61,22.14,17.91,21.72,21.39,18.11,16.64,6.53,2.54
2005,3,SC,956.06,363192.86,117.55,1032.2,993.64,23.27,19.08,22.76,22.4,19.28,17.71,7.16,2.78
2005,4,SC,1434.09,544789.29,129.63,1033.51,1119.81,24.44,20.22,23.91,23.45,20.42,18.88,7.81,3.0
2005,5,SC,3824.24,1452771.44,134.02,1021.53,705.2,22.63,21.6,12.0,21.98,22.2,9.4,5.89,6.3
2005,6,SC,7170.45,2723946.45,36.4,1017.65,436.74,20.17,20.7,9.2,19.73,20.7,4.4,4.31,7.7
2005,7,SC,9560.6,3631928.6,79.0,1020.0,512.67,17.12,18.8,6.9,16.62,19.5,0.8,4.71,6.9
2005,8,SC,9560.6,3631928.6,194.0,1017.54,584.39,18.81,18.4,9.7,18.36,18.5,1.3,5.77,13.4
2005,9,SC,7170.45,2723946.45,240.1,1019.61,571.01,17.26,18.8,9.0,16.93,19.1,0.3,5.39,8.6
2005,10,SC,3824.24,1452771.44,200.2,1015.06,581.17,20.41,20.7,15.8,20.11,21.4,9.3,6.1,9.2
2005,11,SC,1434.09,544789.29,91.8,1014.02,818.3,22.02,21.9,16.1,21.66,22.2,7.6,6.74,7.7
2005,12,SC,956.06,363192.86,98.4,1012.77,906.83,23.2,22.6,15.9,22.78,22.7,6.8,6.34,7.9
2006,1,SC,963.96,380720.2,175.6,1012.26,964.26,25.78,23.6,20.3,25.37,24.2,11.1,5.76,7.6
2006,2,SC,963.96,380720.2,182.0,1010.4,807.44,24.97,24.2,19.3,24.53,24.2,11.2,4.61,6.9
2006,3,SC,963.96,380720.2,69.6,1012.39,757.4,25.27,24.1,18.2,24.83,24.8,11.7,5.2,7.0
2006,4,SC,1445.94,571080.3,64.8,1014.76,635.64,21.82,21.4,15.1,21.34,22.1,7.2,4.02,6.7
2006,5,SC,3855.84,1522880.8,45.0,1018.74,426.89,17.59,18.4,12.1,17.0,18.4,1.9,4.58,7.2
2006,6,SC,7229.7,2855401.5,36.0,1020.06,435.76,18.24,18.3,10.3,17.87,18.4,3.3,4.78,7.9
2006,7,SC,9639.6,3807202.0,13.8,1018.77,815.27,18.45,18.4,12.9,18.05,18.9,7.5,5.13,5.9
2006,8,SC,9639.6,3807202.0,221.4,1016.35,1310.26,18.67,18.7,6.2,18.26,18.9,0.0,6.74,7.9
2006,9,SC,7229.7,2855401.5,46.0,1017.63,643.27,17.82,17.7,6.1,17.41,18.2,0.0,5.81,7.3
2006,10,SC,3855.84,1522880.8,98.8,1015.62,708.38,20.53,19.6,14.3,20.19,20.1,10.0,5.74,7.5
2006,11,SC,1445.94,571080.3,246.6,1014.1,699.6,21.48,21.7,11.3,21.12,22.3,3.0,6.21,8.8
2006,12,SC,963.96,380720.2,80.2,1012.47,973.68,24.63,23.7,17.2,24.22,23.8,13.2,5.96,7.1
2007,1,SC,622.02,278736.36,91.2,1010.93,902.47,25.16,23.6,19.9,24.73,24.3,10.6,6.04,7.7
2007,2,SC,622.02,278736.36,141.4,1012.82,831.43,24.92,24.1,18.6,24.48,24.1,8.0,5.84,7.8
2007,3,SC,622.02,278736.36,216.3,1012.85,785.86,25.57,24.6,19.4,25.16,25.0,15.0,5.07,8.4
2007,4,SC,933.03,418104.54,44.4,1015.88,603.06,23.27,22.8,15.4,22.87,23.2,4.4,2.49,11.2
2007,5,SC,2488.08,1114945.44,369.02,1016.34,268.07,19.43,20.9,11.5,18.9,21.0,0.7,3.8,6.7
2007,6,SC,4665.15,2090522.7,140.98,1013.75,275.31,20.11,17.0,10.9,18.88,17.2,4.4,6.41,8.9
2007,7,SC,6220.2,2787363.6,184.2,1018.33,446.2,14.96,17.6,4.8,14.49,17.8,0.2,4.77,7.0
2007,8,SC,6220.2,2787363.6,120.8,1020.45,413.51,16.12,18.0,8.3,15.78,18.3,2.8,5.59,8.5
2007,9,SC,4665.15,2090522.7,118.2,1019.73,641.73,19.69,20.0,11.8,19.31,20.3,1.5,5.94,8.0
2007,10,SC,2488.08,1114945.44,156.4,1015.51,676.34,21.48,22.0,14.6,21.09,22.2,10.2,6.11,9.3
2007,11,SC,933.03,418104.54,88.0,1012.68,981.97,21.63,22.3,15.9,21.19,22.7,5.9,7.14,9.9
2007,12,SC,622.02,278736.36,151.4,1011.66,924.25,24.07,24.9,18.0,23.62,24.9,10.7,6.13,7.3
2008,1,SC,812.34,360625.16,531.6,1012.96,825.06,24.17,23.9,19.3,23.71,24.4,14.0,6.2,9.0
2008,2,SC,812.34,360625.16,328.4,1012.3,920.95,24.42,24.2,17.7,23.94,24.5,7.7,5.31,7.7
2008,3,SC,812.34,360625.16,197.0,1013.3,752.47,24.03,23.3,16.8,23.56,23.9,12.7,5.2,7.6
2008,4,SC,1218.51,540937.74,221.6,1012.65,588.98,21.43,22.3,11.6,20.94,22.9,0.5,4.67,8.5
2008,5,SC,3249.36,1442500.64,76.6,1016.48,595.66,18.77,22.9,7.0,18.18,22.9,0.5,4.53,7.8
2008,6,SC,6092.55,2704688.7,73.3,1018.76,467.87,16.26,18.8,4.6,15.79,18.9,0.2,4.19,6.6
2008,7,SC,8123.4,3606251.6,12.2,1019.92,531.35,18.29,17.9,10.0,17.81,18.2,4.9,4.66,6.3
2008,8,SC,8123.4,3606251.6,61.0,1017.54,503.9,18.1,20.1,10.1,17.72,20.2,1.8,5.73,8.3
2008,9,SC,6092.55,2704688.7,234.2,1018.8,610.8,17.65,19.8,9.8,17.25,20.5,0.9,5.98,7.5
2008,10,SC,3249.36,1442500.64,294.0,1017.02,546.72,19.99,21.1,14.5,19.65,21.5,5.6,6.1,9.4
2008,11,SC,1218.51,540937.74,632.4,1015.37,644.11,21.16,21.9,16.9,20.76,22.7,12.2,5.86,6.7
2008,12,SC,812.34,360625.16,305.8,1012.26,1007.63,23.04,23.6,15.4,22.57,24.0,10.0,6.35,7.2
2009,1,SC,657.76,273678.92,223.0,1012.27,882.43,23.97,23.9,16.2,23.48,24.7,11.8,5.77,11.0
2009,2,SC,657.76,273678.92,140.0,1012.21,768.94,25.07,24.4,18.9,24.65,25.3,13.6,5.54,6.8
2009,3,SC,657.76,273678.92,218.8,1012.26,801.2,24.82,25.6,20.0,24.34,26.3,13.5,5.12,8.9
2009,4,SC,986.64,410518.38,321.4,1016.21,660.35,22.34,23.0,14.9,21.89,23.6,8.7,5.37,7.4
2009,5,SC,2631.04,1094715.68,88.6,1016.07,483.06,20.02,20.8,10.6,19.53,21.2,3.4,4.66,6.1
2009,6,SC,4933.2,2052591.9,36.0,1018.92,470.59,16.23,17.5,6.6,15.72,17.7,0.9,4.51,5.9
2009,7,SC,6577.6,2736789.2,131.2,1019.1,401.06,15.54,18.6,8.7,15.15,18.8,2.5,4.65,8.8
2009,8,SC,6577.6,2736789.2,127.5,1018.14,583.71,17.49,18.2,8.8,17.01,18.5,5.8,5.45,7.1
2009,9,SC,4933.2,2052591.9,225.1,1016.32,492.32,18.77,19.6,10.0,18.41,20.0,3.7,5.89,7.7
2009,10,SC,2631.04,1094715.68,104.4,1015.08,698.82,19.7,20.6,11.5,19.33,20.8,8.2,6.23,7.7
2009,11,SC,986.64,410518.38,128.2,1010.0,830.77,24.55,24.3,17.6,24.13,25.1,15.0,6.39,10.6
2009,12,SC,657.76,273678.92,124.4,1011.26,916.62,24.89,25.3,17.3,24.46,26.2,11.4,6.49,7.7
2010,1,SC,736.78,280669.1,217.4,1011.48,809.19,25.41,25.5,20.7,24.95,26.0,14.8,5.76,6.9
2010,2,SC,736.78,280669.1,175.0,1011.89,811.59,26.43,26.9,17.9,25.97,27.5,10.1,5.57,7.5
2010,3,SC,736.78,280669.1,286.0,1012.42,693.69,24.24,24.6,18.7,23.8,24.9,14.6,4.85,8.0
2010,4,SC,1105.17,421003.65,127.4,1017.03,527.11,21.78,22.4,15.6,21.31,22.5,9.4,5.53,8.3
2010,5,SC,2947.12,1122676.4,452.8,1016.51,423.79,19.53,21.1,13.8,19.1,21.2,6.3,5.38,6.9
2010,6,SC,5525.85,2105018.25,89.8,1020.49,431.24,17.25,18.6,9.4,16.78,18.6,2.5,4.9,7.4
2010,7,SC,7367.8,2806691.0,99.3,1020.96,402.16,17.18,18.4,6.7,16.79,18.6,2.6,5.3,6.8
2010,8,SC,7367.8,2806691.0,67.7,1021.01,532.17,16.27,19.3,7.9,15.85,19.9,1.4,5.74,6.8
2010,9,SC,5525.85,2105018.25,160.0,1017.55,553.04,18.74,19.3,10.8,18.38,19.4,5.1,5.54,7.6
2010,10,SC,2947.12,1122676.4,136.2,1015.33,753.77,19.4,20.5,12.8,18.95,20.5,4.9,6.1,7.9
2010,11,SC,1105.17,421003.65,154.2,1012.01,898.4,21.62,22.2,12.2,21.16,23.0,6.8,6.06,7.7
2010,12,SC,736.78,280669.1,115.2,1010.1,805.5,23.35,23.6,15.0,22.94,24.0,7.1,5.84,8.3
2011,1,SC,658.02,230066.0,293.8,1009.29,793.05,25.73,24.7,20.4,25.27,25.5,17.6,5.29,7.5
2011,2,SC,658.02,230066.0,278.6,1011.78,748.15,25.34,25.5,20.2,24.91,25.5,13.7,5.76,6.6
2011,3,SC,658.02,230066.0,283.6,1014.96,639.53,23.13,23.7,17.2,22.71,24.4,12.1,5.13,8.0
2011,4,SC,987.03,345099.0,53.4,1015.29,649.8,22.02,22.5,15.8,21.51,22.7,10.1,4.58,6.6
2011,5,SC,2632.08,920264.0,111.8,1018.37,491.61,19.24,20.1,10.3,18.77,20.5,5.9,4.96,6.2
2011,6,SC,4935.15,1725495.0,84.7,1017.67,418.26,16.51,18.6,5.8,16.03,19.0,0.0,4.62,5.9
2011,7,SC,6580.2,2300660.0,137.4,1018.86,405.46,15.87,17.9,5.3,15.5,18.6,0.0,5.21,7.3
2011,8,SC,6580.2,2300660.0,360.4,1018.1,449.17,16.69,19.0,6.1,16.32,19.3,0.1,6.16,8.5
2011,9,SC,4935.15,1725495.0,255.4,1020.79,663.94,17.17,19.2,7.6,16.74,19.5,2.8,5.66,8.1
2011,10,SC,2632.08,920264.0,79.0,1014.38,756.94,20.66,20.7,13.8,20.24,21.4,8.7,5.79,8.3
2011,11,SC,987.03,345099.0,93.8,1015.17,867.73,21.26,21.7,14.7,20.81,22.3,7.8,5.81,7.2
2011,12,SC,658.02,230066.0,251.1,1011.62,899.81,22.96,23.9,16.0,22.47,23.9,8.9,5.59,7.3
2012,1,SC,864.22,303192.4,311.8,1012.29,882.96,24.21,23.6,17.7,23.74,24.1,13.0,5.54,6.6
2012,2,SC,864.22,303192.4,74.4,1012.07,907.03,25.89,24.7,18.9,25.46,25.2,12.7,5.2,5.8
