Year,Month,Stan,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2013,4,AM,363.8,1004.57,667.9,27.09,26.4,23.3,26.59,26.7,19.1,3.75,4.6
2013,5,AM,198.4,1005.13,652.27,26.94,26.2,23.5,26.44,27.5,19.1,3.48,4.4
2013,6,AM,37.6,1005.12,862.82,28.4,26.0,23.8,27.9,26.3,16.6,3.99,5.6
2013,7,AM,126.2,1006.64,711.23,27.25,25.4,21.9,26.72,26.4,14.7,3.83,4.6
2013,8,AM,45.2,1005.16,772.54,27.97,25.6,22.6,27.44,27.2,14.0,3.84,3.7
2013,9,AM,191.8,1004.58,812.32,28.51,25.9,22.7,27.96,26.7,15.1,4.12,5.8
2013,10,AM,92.8,1003.55,781.64,28.94,25.1,22.8,28.38,26.7,15.4,4.06,4.7
2013,11,AM,236.4,1002.34,664.86,27.04,25.6,21.7,26.55,26.0,17.0,4.05,6.1
2013,12,AM,88.6,1002.97,717.74,28.38,26.3,23.3,27.87,26.9,15.4,3.94,4.3
2014,1,AM,217.6,1003.94,703.94,27.27,26.2,22.4,26.77,26.4,16.4,4.29,4.7
2014,2,AM,208.8,1003.58,587.54,26.22,26.0,22.7,25.77,26.0,17.8,3.96,5.1
2014,3,AM,458.0,1004.14,630.35,26.46,25.7,22.6,26.01,26.3,18.5,4.27,5.0
2014,4,AM,201.6,1004.67,678.33,27.0,25.7,23.1,26.54,26.4,18.7,3.74,5.7
2014,5,AM,344.2,1004.87,630.15,26.9,25.6,22.7,26.46,26.1,20.2,3.69,4.6
2014,6,AM,159.0,1005.36,743.06,27.68,24.8,22.5,27.21,25.1,16.6,4.0,5.3
2014,7,AM,40.0,1007.01,876.27,27.9,24.3,23.4,27.28,25.1,18.5,4.08,5.2
2014,8,AM,26.8,1005.73,815.13,28.78,24.6,22.7,28.22,25.0,11.9,3.71,4.2
2014,9,AM,0.4,1004.5,860.7,30.04,24.3,23.6,29.43,24.5,13.9,4.55,7.4
2014,10,AM,159.8,1004.12,676.38,27.78,25.2,22.5,27.27,25.6,18.4,3.9,6.4
2014,11,AM,161.2,1003.0,661.41,28.05,25.1,23.2,27.58,25.9,17.0,3.97,4.3
2014,12,AM,146.4,1003.19,651.67,27.98,25.6,23.3,27.46,26.1,18.6,3.9,5.2
2015,1,AM,256.8,1004.86,624.08,26.56,24.9,23.0,26.05,25.4,18.7,3.99,5.7
2015,2,AM,177.6,1004.4,693.39,27.34,25.2,21.5,26.85,25.6,16.7,4.46,4.6
2015,3,AM,320.8,1004.63,634.73,26.53,25.1,22.9,26.06,25.7,19.3,3.89,5.0
2015,4,AM,123.4,1004.78,673.34,27.27,24.9,22.9,26.79,25.6,18.1,3.86,5.6
2015,5,AM,267.2,1005.37,614.53,26.99,25.1,23.0,26.48,25.5,19.6,3.47,6.1
2015,6,AM,71.4,1006.31,746.94,27.85,25.1,23.6,27.33,25.5,17.7,4.12,5.0
2015,7,AM,40.2,1006.03,797.88,28.26,24.9,22.7,27.72,25.1,15.9,4.24,6.5
2015,8,AM,8.8,1004.81,898.12,29.95,25.0,23.9,29.4,25.3,15.8,4.57,4.7
2015,9,AM,13.6,1003.89,917.2,31.44,24.5,25.2,30.86,25.1,13.1,4.95,4.1
2015,10,AM,26.6,1003.55,772.67,30.79,25.6,24.3,30.24,25.7,12.7,4.61,4.8
2015,11,AM,83.2,1002.42,729.48,29.63,25.2,23.8,29.08,25.6,15.5,4.14,4.9
2015,12,AM,113.0,1003.73,624.3,29.27,25.4,23.8,28.77,25.6,17.1,3.9,4.4
2016,1,AM,118.8,1003.51,737.26,29.33,25.1,24.2,28.87,26.1,17.9,4.76,4.8
2016,2,AM,217.0,1003.93,682.97,27.82,25.7,23.9,27.34,26.5,18.4,4.46,6.0
2016,3,AM,252.2,1005.16,654.3,27.56,25.5,24.1,27.12,26.1,20.0,4.44,4.6
2016,4,AM,273.6,1004.29,666.66,27.56,25.9,23.1,27.11,26.2,20.4,4.16,4.4
2016,5,AM,102.0,1005.81,657.98,28.06,31.8,23.7,27.48,32.8,19.6,3.66,6.3
2016,6,AM,89.4,1007.07,737.65,28.13,29.1,22.9,27.51,32.2,16.1,3.68,4.3
2016,7,AM,93.0,1006.17,824.0,28.54,24.8,23.1,28.02,24.9,13.5,3.88,4.3
2016,8,AM,44.8,1005.55,824.47,29.31,24.6,22.3,28.77,24.9,14.1,4.01,7.9
2016,9,AM,108.6,1005.65,716.61,28.14,24.9,23.2,27.62,25.2,12.8,4.08,4.5
2016,10,AM,107.4,1003.14,755.34,29.16,24.9,22.6,28.65,25.4,17.2,4.6,6.3
2016,11,AM,167.6,1002.3,744.76,28.91,25.6,22.8,28.43,25.8,17.9,4.07,5.2
2016,12,AM,470.2,1003.55,555.8,26.7,25.4,22.5,26.22,26.6,19.1,3.63,5.0
2017,1,AM,363.2,1004.51,638.33,26.49,24.6,21.2,26.01,25.6,19.3,3.95,4.8
2017,2,AM,230.0,1004.49,542.85,26.38,24.8,22.8,25.96,25.7,18.3,3.74,5.8
2017,3,AM,249.0,1004.54,636.73,26.63,25.2,22.6,26.18,25.4,19.5,3.76,5.4
2017,4,AM,307.0,1004.77,628.96,26.88,25.6,22.6,26.39,26.1,19.6,3.59,3.7
2017,5,AM,125.0,1004.94,762.93,28.22,25.6,23.6,27.72,26.4,19.5,3.83,5.1
2017,6,AM,110.4,1005.62,729.74,28.15,24.9,22.6,27.66,25.9,17.7,3.61,5.9
2017,7,AM,67.6,1007.43,824.69,28.09,24.3,22.9,27.58,24.6,14.4,4.07,4.7
2017,8,AM,17.4,1004.98,874.37,29.97,24.8,23.3,29.39,25.2,12.9,4.24,4.2
2017,9,AM,143.6,1004.79,704.24,28.65,25.2,23.2,28.11,25.4,16.8,3.73,4.2
2017,10,AM,127.6,1003.48,740.45,28.27,25.2,21.9,27.77,25.5,16.6,4.12,6.1
2017,11,AM,251.8,1002.24,656.13,28.18,25.5,23.4,27.7,26.5,18.9,4.02,5.8
2017,12,AM,412.4,1003.3,551.19,27.12,25.7,23.6,26.65,26.0,18.8,3.78,4.0
2018,1,AM,205.0,1003.97,605.6,26.48,24.7,22.0,25.96,25.6,19.3,3.39,1.04
2018,2,AM,291.2,1004.27,638.85,26.91,26.2,22.6,26.42,27.0,16.0,3.52,1.08
2018,3,AM,238.0,1004.09,645.42,27.29,25.3,23.1,26.78,25.6,19.2,3.65,1.12
2018,4,AM,246.2,1005.41,624.47,26.5,24.9,22.6,26.01,25.2,18.5,3.79,1.15
2018,5,AM,160.2,1005.89,592.13,26.69,24.7,23.0,26.24,25.4,19.9,3.93,1.19
2018,6,AM,166.2,1006.72,765.4,27.51,25.3,22.6,27.0,25.8,17.7,4.06,1.23
2018,7,AM,48.2,1006.38,754.44,28.1,24.3,22.7,27.55,24.6,15.3,4.2,1.26
2018,8,AM,44.8,1006.52,843.49,28.79,24.4,23.8,28.2,25.4,16.0,4.31,2.5
2018,9,AM,72.4,1003.86,795.93,29.38,25.1,23.7,28.84,25.2,15.5,4.19,5.1
2018,10,AM,52.2,1002.88,810.03,30.34,25.4,23.9,29.77,25.6,16.5,4.51,4.0
2018,11,AM,130.2,1002.7,637.71,28.59,25.0,24.1,28.05,25.6,17.0,3.97,4.3
2018,12,AM,263.0,1005.19,549.13,26.36,24.6,22.9,25.9,25.4,18.7,3.7,4.4
2019,1,AM,238.8,1005.26,629.27,26.8,25.1,22.6,26.27,25.6,19.2,4.09,5.4
2019,2,AM,352.0,1004.79,565.2,26.7,25.0,23.5,26.19,26.1,19.5,3.78,5.1
2019,3,AM,307.6,1004.74,681.45,27.67,25.2,23.6,27.15,26.3,19.3,4.41,4.1
2019,4,AM,247.8,1004.82,597.15,27.28,25.9,23.5,26.82,25.9,20.4,3.78,4.0
2019,5,AM,276.2,1004.98,561.91,27.1,25.4,23.0,26.63,26.1,17.9,3.33,3.8
2019,6,AM,51.6,1006.23,694.43,27.89,25.7,23.9,27.42,26.2,15.8,3.61,3.8
2019,7,AM,109.2,1006.38,755.92,28.18,25.0,23.1,27.68,25.5,15.8,3.9,4.7
2019,8,AM,41.4,1006.8,771.22,28.79,24.3,22.5,28.22,25.1,13.3,3.8,4.5
2019,9,AM,160.4,1004.84,751.13,29.28,26.0,23.3,28.72,26.3,14.0,3.96,4.0
2019,10,AM,210.6,1003.97,717.72,27.66,25.9,23.0,27.08,26.5,15.0,3.82,5.6
2019,11,AM,142.4,1002.71,649.41,28.01,25.8,23.7,27.51,26.7,16.4,3.83,5.2
2019,12,AM,160.0,1003.36,599.69,27.16,24.9,23.2,26.68,26.2,16.3,3.73,4.4
2020,1,AM,341.2,1004.59,9.0,27.75,25.3,23.5,27.22,26.5,17.1,3.83,4.6
2020,2,AM,211.8,1004.78,9.0,27.81,25.8,24.0,27.29,26.4,18.0,4.21,4.6
2020,3,AM,426.0,1004.4,9.0,27.86,25.3,22.6,27.38,25.6,17.9,4.07,3.8
2020,4,AM,323.6,1005.69,9.0,26.87,25.6,22.7,26.44,26.2,19.4,3.42,5.2
2020,5,AM,283.8,1006.17,9.0,27.04,25.6,23.6,26.6,26.0,20.6,3.46,5.6
2020,6,AM,181.3,1005.84,9.0,27.61,25.4,22.3,27.12,25.7,16.5,3.44,4.4
2020,7,AM,55.6,1005.24,9.0,28.71,24.9,23.0,28.16,25.2,11.3,3.68,4.2
2020,8,AM,27.8,1005.07,9.0,29.41,24.8,23.0,28.84,25.0,14.4,4.01,4.6
2020,9,AM,116.1,1004.32,9.0,29.2,25.2,22.4,28.63,25.6,10.6,3.87,4.2
2020,10,AM,133.8,1003.87,9.0,27.94,25.3,21.6,27.41,26.8,18.4,3.7,6.0
2020,11,AM,439.9,1003.53,9.0,27.62,25.9,22.8,27.14,27.1,17.1,3.61,3.8
2020,12,AM,272.8,1003.74,9.0,27.21,25.3,22.4,26.67,26.9,18.4,3.79,5.1
2021,1,AM,514.5,1004.01,9.0,26.33,24.8,22.1,25.81,25.9,19.0,3.63,4.5
2021,2,AM,346.8,1003.96,9.0,26.54,25.1,22.2,26.08,26.2,19.1,3.79,3.9
2021,3,AM,533.2,1004.56,9.0,25.89,25.0,21.6,25.43,25.6,18.5,3.5,3.6
2021,4,AM,140.3,1004.42,9.0,26.86,25.0,22.8,26.38,25.9,18.9,3.35,4.1
2021,5,AM,140.3,1005.6,9.0,27.18,24.7,23.3,26.73,25.9,18.8,3.31,3.5
2021,6,AM,206.2,1006.22,9.0,27.25,25.0,21.9,26.78,25.4,15.5,4.81,3.6
2021,7,AM,142.8,1007.12,9.0,27.42,25.0,22.0,26.95,25.7,14.4,3.52,3.4
2021,8,AM,169.0,1005.66,9.0,28.42,25.0,22.2,27.9,25.5,16.3,3.77,5.0
2021,9,AM,54.4,1005.35,9.0,28.12,25.0,23.4,27.58,25.2,15.7,3.58,3.9
2021,10,AM,205.4,1003.96,9.0,28.5,24.9,22.2,27.94,26.1,15.9,3.95,5.4
2021,11,AM,323.6,1003.4,9.0,27.21,25.3,22.7,26.67,26.1,16.2,3.49,5.2
2021,12,AM,280.2,1003.01,9.0,26.72,25.4,22.1,26.24,27.0,20.1,3.39,5.1
2022,1,AM,319.9,1004.38,9.0,26.76,24.5,22.7,26.29,24.9,18.6,3.96,4.6
2022,2,AM,334.2,1004.15,9.0,26.17,24.6,22.5,25.71,25.7,19.7,3.49,4.1
2022,3,AM,382.2,1004.09,9.0,25.96,24.5,23.0,25.49,25.2,19.6,3.29,4.4
2022,4,AM,440.4,1004.23,9.0,26.4,25.2,23.0,25.96,25.6,19.1,3.32,4.8
2022,5,AM,125.4,1005.92,9.0,27.17,24.6,22.9,26.73,25.0,14.5,3.61,3.7
2022,6,AM,148.4,1005.78,9.0,26.72,24.1,22.5,26.23,24.6,14.8,3.56,4.0
2022,7,AM,27.1,1005.49,9.0,28.59,23.7,23.3,28.07,24.3,15.0,3.94,4.4
2022,8,AM,36.2,1005.37,9.0,28.92,24.1,23.6,28.38,25.0,14.2,4.12,3.6
2022,9,AM,9.6,1004.17,9.0,29.76,24.4,23.5,29.14,24.7,13.8,3.86,4.5
2022,10,AM,157.8,1003.59,9.0,28.75,24.7,22.4,28.22,25.3,14.4,4.1,5.0
2022,11,AM,100.1,1003.59,9.0,28.27,25.3,23.4,27.76,25.4,16.8,4.16,3.9
2022,12,AM,378.0,1003.37,9.0,27.33,25.4,22.5,26.78,26.1,18.8,3.76,4.3
2023,1,AM,274.8,1005.06,9.0,25.87,25.3,22.3,25.39,25.9,19.8,3.66,4.4
2023,2,AM,358.5,1004.7,9.0,25.94,25.4,21.7,25.44,27.1,20.7,3.61,4.8
2023,3,AM,411.2,1004.71,9.0,26.52,25.7,23.0,26.04,26.7,19.1,3.77,5.3
2023,4,AM,273.8,1004.28,9.0,27.09,25.8,22.8,26.61,26.7,20.1,3.68,4.0
2023,5,AM,135.0,1005.14,9.0,27.84,25.9,23.5,27.35,26.6,21.2,3.75,3.9
2023,6,AM,48.4,1006.5,9.0,28.08,25.7,20.9,27.61,26.3,18.3,3.9,4.2
2023,7,AM,69.8,1006.26,9.0,29.43,25.3,23.3,28.9,25.8,16.6,4.07,4.0
2023,8,AM,18.0,1004.98,9.0,30.49,25.4,24.6,29.91,25.8,16.7,4.26,3.9
2023,9,AM,42.8,1003.95,9.0,30.74,25.9,23.9,30.15,26.8,16.8,4.22,4.2
2023,10,AM,90.2,1002.84,9.0,30.77,26.4,22.9,30.21,26.6,17.5,4.01,4.6
2023,11,AM,134.8,1002.67,9.0,29.87,26.8,22.7,29.34,27.8,17.9,3.93,4.3
2023,12,AM,321.0,1003.42,9.0,27.59,27.9,23.1,27.12,28.1,21.0,3.51,4.3
2003,2,RN,57.0,1006.48,10435.46,26.74,24.0,23.0,26.24,25.0,21.0,7.9,8.0
2003,3,RN,302.0,1005.68,10568.72,26.85,24.0,22.0,26.44,26.0,20.0,7.08,9.0
2003,4,RN,120.0,1006.24,10049.28,26.92,25.0,23.0,26.54,26.0,20.0,7.21,8.0
2003,5,RN,244.5,1007.19,11378.91,26.85,25.0,23.0,26.24,25.0,18.0,7.51,8.0
2003,6,RN,145.0,1008.14,11868.73,25.55,24.0,22.0,24.96,24.0,16.0,8.38,10.0
2003,7,RN,91.5,1008.52,18251.8,26.14,23.0,20.0,25.86,24.0,16.0,10.25,9.0
2003,8,RN,0.0,1008.81,28440.77,26.92,21.0,22.0,26.89,22.0,18.0,10.53,9.0
2003,9,RN,33.0,1008.94,12911.88,25.73,23.0,22.0,25.35,24.0,15.0,9.74,10.0
2003,10,RN,18.0,1007.29,1562.07,26.55,23.0,22.0,26.18,24.0,18.0,10.24,10.0
2003,11,RN,13.0,1006.08,13710.66,27.18,23.0,24.0,26.78,24.0,18.0,9.69,9.0
2003,12,RN,0.0,1006.3,1929.7,26.65,23.0,26.0,25.93,23.46,20.0,7.18,7.0
2004,1,RN,0.0,1007.46,96.02,25.54,23.0,25.0,25.27,24.0,22.46,4.34,3.14
2004,2,RN,254.0,1005.98,1161.06,26.96,25.0,23.0,26.56,26.0,20.0,7.62,9.0
2004,3,RN,228.0,1005.51,912.62,27.3,25.0,23.0,26.89,25.0,18.0,8.17,9.0
2004,4,RN,170.5,1005.98,758.4,26.96,24.0,23.0,26.54,25.0,19.0,7.85,9.0
2004,5,RN,133.0,1007.4,630.68,26.25,24.0,22.0,25.89,25.0,18.0,7.14,9.0
2004,6,RN,577.5,1008.85,1421.64,25.88,24.0,21.0,25.68,24.0,19.0,7.15,8.0
2004,7,RN,348.0,1008.89,955.23,24.49,24.0,21.0,24.15,24.0,15.0,7.64,9.0
2004,8,RN,77.0,1010.17,922.36,24.94,23.0,20.0,24.53,24.0,16.0,9.03,10.0
2004,9,RN,34.0,1008.77,1033.15,25.65,22.0,21.0,25.26,23.0,17.0,10.58,11.0
2004,10,RN,11.0,1007.4,1575.0,26.52,22.0,23.0,26.16,24.0,16.0,10.01,10.0
2004,11,RN,8.0,1006.24,562.54,26.92,23.0,24.0,26.54,24.0,17.0,9.81,10.0
2004,12,RN,0.0,1004.13,253.12,27.26,21.47,28.08,27.26,21.7,21.06,9.0,6.0
2005,1,RN,0.0,1004.34,497.05,27.67,21.88,28.7,27.67,22.31,21.47,9.0,6.0
2005,2,RN,0.0,1004.53,729.19,28.06,22.25,29.32,28.06,22.87,21.88,9.0,6.0
2005,3,RN,0.0,1004.73,961.32,28.45,22.66,29.87,28.45,23.49,22.25,9.0,6.0
2005,4,RN,7.0,1005.17,1135.92,28.71,26.0,25.0,28.66,26.0,22.0,8.74,7.0
2005,5,RN,503.0,1006.52,986.16,26.36,25.0,23.0,25.93,26.0,20.0,7.44,8.0
2005,6,RN,680.0,1008.06,1744.12,25.03,24.0,22.0,24.68,25.0,19.0,7.32,10.0
2005,7,RN,93.0,1010.01,632.94,24.93,24.0,21.0,24.54,24.0,17.0,8.57,10.0
2005,8,RN,116.0,1009.62,883.51,24.86,23.0,20.0,24.4,24.0,18.0,8.74,9.0
2005,9,RN,31.5,1009.06,12024.41,25.59,23.0,21.0,25.16,24.0,16.0,9.36,10.0
2005,10,RN,28.5,1007.91,13892.07,26.38,23.0,23.0,26.01,23.0,18.0,10.26,10.0
2005,11,RN,1.0,1006.05,10653.88,26.7,22.07,25.0,26.42,23.0,18.0,9.61,10.0
2005,12,RN,0.0,1005.2,6731.44,26.8,22.33,26.27,26.2,23.0,22.0,9.0,6.0
2006,1,RN,0.0,1005.47,15205.6,27.87,22.6,27.34,26.47,23.8,22.0,9.0,6.0
2006,2,RN,0.0,1005.72,23269.72,28.88,22.84,28.4,26.72,24.52,22.0,9.0,6.0
2006,3,RN,137.0,1005.83,21863.49,28.83,25.0,24.0,27.01,26.0,20.0,8.19,8.0
2006,4,RN,330.0,1004.96,10329.33,27.14,25.0,23.0,26.77,25.0,20.0,6.12,7.0
2006,5,RN,179.0,1007.41,10225.69,26.73,24.0,23.0,26.17,25.0,18.0,7.54,10.0
2006,6,RN,344.0,1008.44,8822.8,25.15,24.0,22.0,24.75,24.0,16.0,8.07,9.0
2006,7,RN,118.0,1009.56,9784.96,24.9,23.0,21.0,24.53,24.0,15.0,8.92,10.0
2006,8,RN,76.0,1009.15,11045.59,25.24,24.0,21.0,24.83,24.0,14.0,12.08,6.15
2006,9,RN,36.0,1009.08,12340.82,25.79,23.0,21.0,25.42,24.0,16.0,12.22,6.28
2006,10,RN,10.0,1007.16,13583.65,26.83,23.0,24.0,26.47,23.0,19.0,12.35,6.42
2006,11,RN,72.0,1006.0,13566.64,27.01,23.0,23.0,26.62,24.0,18.0,12.49,6.55
2006,12,RN,44.0,1006.9,13317.38,27.21,24.0,24.0,26.87,25.0,19.0,12.62,6.69
2007,1,RN,74.0,1006.41,12666.49,27.58,25.0,24.0,27.2,25.0,20.0,12.76,6.82
2007,2,RN,67.0,1006.02,12031.99,27.66,24.0,24.0,27.23,25.0,19.0,12.89,6.95
2007,3,RN,137.0,1005.35,7512.12,27.68,25.0,24.0,27.45,25.0,20.0,13.02,7.08
2007,4,RN,0.0,1005.0,6514.31,28.0,22.8,28.0,28.0,23.8,22.36,13.15,7.22
2007,5,RN,32.0,1005.5,11970.03,27.73,25.0,23.0,27.64,25.0,21.0,13.29,7.35
2007,6,RN,457.0,1008.77,8952.93,24.92,24.0,22.0,24.51,25.0,17.0,13.42,7.49
2007,7,RN,180.0,1009.37,9392.38,24.78,23.0,21.0,24.35,24.0,17.0,13.55,7.62
2007,8,RN,86.0,1009.26,10754.02,24.53,23.0,20.0,24.06,24.0,17.0,13.69,7.76
2007,9,RN,42.0,1009.59,12366.64,25.09,22.0,21.0,24.67,23.0,17.0,13.83,7.89
2007,10,RN,13.0,1007.54,13377.44,25.93,23.0,22.0,25.52,23.0,16.0,13.15,9.0
2007,11,RN,37.0,1005.98,13470.26,26.4,23.0,22.0,26.0,24.0,16.0,9.61,10.0
2007,12,RN,12.0,1005.71,13381.9,27.16,23.0,23.0,26.77,24.0,19.0,9.54,9.0
2008,1,RN,67.0,1005.18,12552.49,27.3,25.0,23.0,26.9,25.0,18.0,8.89,9.0
2008,2,RN,24.0,1006.02,12928.12,27.83,25.0,24.0,27.41,25.0,19.0,8.28,8.0
2008,3,RN,303.0,1005.06,11265.84,27.14,24.0,23.0,26.72,26.0,19.0,6.11,8.0
2008,4,RN,388.0,1004.71,9687.43,26.27,24.0,23.0,25.88,25.0,20.0,6.0,8.0
2008,5,RN,232.0,1006.25,9008.42,26.06,24.0,22.0,25.71,25.0,19.0,6.78,9.0
2008,6,RN,479.0,1007.92,8273.7,24.82,24.0,21.0,24.48,24.0,17.0,8.02,10.0
2008,7,RN,434.0,1009.33,8779.03,24.34,23.0,20.0,23.96,24.0,16.0,9.02,10.0
2008,8,RN,371.0,1008.14,10334.06,24.42,23.0,20.0,24.01,24.0,16.0,8.66,10.0
2008,9,RN,32.0,1008.61,11612.18,25.58,23.0,22.0,25.21,24.0,18.0,9.54,10.0
2008,10,RN,25.0,1007.72,12738.53,26.33,23.0,22.0,25.91,24.0,17.0,10.51,10.0
2008,11,RN,8.0,1006.11,13385.32,26.93,23.0,23.0,26.54,24.0,16.0,9.4,9.0
2008,12,RN,0.0,1005.41,13043.2,27.42,23.0,24.0,27.06,23.0,19.0,8.73,9.0
2009,1,RN,144.0,1006.1,12042.94,27.32,24.0,23.0,26.95,25.0,19.0,8.19,8.0
2009,2,RN,231.0,1005.2,11764.78,27.16,24.0,23.0,26.76,25.0,20.0,7.57,7.0
2009,3,RN,200.0,1004.9,12024.32,27.41,25.0,24.0,27.0,26.0,20.0,7.0,7.0
2009,4,RN,336.0,1005.92,10227.74,26.79,25.0,24.0,26.4,26.0,20.0,5.54,8.0
2009,5,RN,343.0,1006.26,8617.72,26.08,25.0,23.0,25.72,26.0,20.0,6.19,7.0
2009,6,RN,284.0,1008.04,8094.7,25.32,24.0,22.0,24.96,25.0,19.0,7.31,3.81
2009,7,RN,309.0,1008.93,8885.98,24.96,24.0,21.0,24.58,24.0,17.0,8.34,4.86
2009,8,RN,212.0,1008.8,10367.49,25.23,24.0,21.0,24.77,24.0,17.0,9.39,5.91
2009,9,RN,68.0,1009.21,11475.87,26.15,24.0,21.0,25.74,24.0,18.0,9.24,9.0
2009,10,RN,0.0,1006.9,13952.54,26.72,23.0,22.0,26.34,23.0,17.0,8.67,9.0
2009,11,RN,4.0,1006.36,13410.02,27.06,23.0,24.0,26.67,24.0,18.0,9.58,8.0
2009,12,RN,9.0,1006.28,11806.37,27.34,24.0,24.0,26.99,24.0,19.0,8.48,8.0
2010,1,RN,66.0,1006.12,11779.28,27.63,24.0,23.0,27.21,24.0,19.0,8.04,9.0
2010,2,RN,77.0,1005.52,11011.52,27.94,25.0,24.0,27.58,26.0,21.0,8.44,9.0
2010,3,RN,62.0,1005.56,12737.69,28.53,25.0,24.0,28.11,26.0,20.0,7.57,8.0
2010,4,RN,33.0,1005.3,13796.36,27.91,25.0,24.0,27.49,26.0,21.0,7.77,9.0
2010,5,RN,0.0,1006.12,18948.21,27.33,25.0,23.0,26.94,26.0,20.0,7.54,8.0
2010,6,RN,94.0,1008.38,24253.1,26.15,24.0,22.0,25.77,25.0,17.0,7.78,9.0
2010,7,RN,22.0,1008.71,29558.0,24.91,24.0,21.0,24.54,24.0,16.0,8.67,10.0
2010,8,RN,80.0,1009.5,34949.86,24.58,23.0,20.0,24.16,24.0,16.0,9.42,10.0
2010,9,RN,32.0,1008.4,20930.97,25.24,23.0,21.0,24.83,24.0,15.0,10.03,10.0
2010,10,RN,7.0,1006.85,13271.54,26.78,23.0,22.0,26.4,23.0,18.0,8.9,10.0
2010,11,RN,3.0,1005.44,13731.25,27.19,23.0,23.0,26.78,24.0,16.0,9.72,10.0
2010,12,RN,31.0,1004.2,12123.61,27.24,23.0,23.0,26.86,24.0,18.0,8.7,9.0
2011,1,RN,228.0,1004.42,10765.45,26.67,24.0,22.0,26.28,25.0,19.0,7.41,8.0
2011,2,RN,68.0,1005.08,12371.68,27.55,25.0,23.0,27.12,25.0,19.0,8.8,8.0
2011,3,RN,131.0,1004.85,11967.15,27.58,25.0,23.0,27.08,26.0,17.0,8.76,4.94
2011,4,RN,322.0,1005.11,9281.16,26.56,25.0,23.0,26.14,26.0,19.0,8.51,4.82
2011,5,RN,351.0,1006.04,7838.3,25.88,25.0,23.0,25.56,26.0,19.0,8.26,4.69
2011,6,RN,339.0,1007.85,7610.8,25.23,24.0,21.0,24.88,25.0,18.0,8.01,4.57
2011,7,RN,137.0,1008.34,8135.18,24.63,24.0,21.0,24.25,24.0,13.0,7.76,4.44
2011,8,RN,74.0,1009.25,10106.2,24.92,24.0,21.0,24.52,24.0,17.0,7.51,4.32
2011,9,RN,6.0,1009.44,1131.2,25.36,23.0,21.0,24.91,24.0,15.0,7.26,4.19
2011,10,RN,12.0,1006.24,1038.35,26.46,23.0,22.0,26.09,24.0,17.0,7.77,8.0
2011,11,RN,38.0,1006.07,1047.0,26.98,24.0,24.0,26.54,24.0,19.0,8.98,7.0
2011,12,RN,16.0,1006.16,1043.12,27.21,23.0,24.0,26.82,24.0,18.0,8.83,7.0
2012,1,RN,66.0,1006.25,982.53,27.17,24.0,23.0,26.73,24.0,18.0,8.4,7.0
2012,2,RN,99.0,1005.62,960.61,26.93,25.0,23.0,26.52,26.0,19.0,8.64,8.0
2012,3,RN,131.0,1006.1,965.6,27.09,24.0,23.0,26.7,25.0,19.0,8.63,8.0
2012,4,RN,56.0,1006.02,904.3,27.2,25.0,23.0,26.8,25.0,18.0,8.33,8.0
2012,5,RN,167.0,1007.52,840.2,26.6,24.0,23.0,26.22,25.0,18.0,8.11,8.0
2012,6,RN,270.5,1008.92,693.86,25.16,24.0,21.0,24.78,24.0,18.0,7.39,7.0
2012,7,RN,207.0,1009.08,768.32,24.79,23.0,21.0,24.35,24.0,16.0,8.63,9.0
2012,8,RN,52.0,1010.28,931.88,24.65,22.0,21.0,24.2,23.0,16.0,9.98,10.0
2012,9,RN,20.5,1010.2,1265.99,25.89,23.0,22.0,25.22,24.0,16.0,10.17,9.0
2012,10,RN,15.5,1007.71,1067.73,26.03,23.0,22.0,25.6,24.0,17.0,10.18,9.0
2012,11,RN,1.0,1006.25,1114.09,26.88,23.0,24.0,26.5,23.0,16.0,8.12,7.0
2012,12,RN,1.0,1005.74,1050.33,27.29,23.0,26.0,26.94,24.0,19.0,8.7,7.0
2013,1,RN,17.0,1006.51,1049.66,27.65,24.0,25.0,27.25,25.0,19.0,8.37,7.0
2013,2,RN,54.0,1005.62,1040.01,27.87,24.0,24.0,27.48,25.0,19.0,9.45,8.0
2013,3,RN,28.0,1006.0,1042.32,28.09,25.0,25.0,27.74,25.0,17.0,8.3,8.0
2013,4,RN,164.0,1006.21,951.71,27.79,25.0,24.0,27.35,26.0,19.0,7.25,7.0
2013,5,RN,206.0,1007.14,834.02,26.73,25.0,22.0,26.34,25.0,14.0,7.52,8.0
2013,6,RN,359.0,1008.06,717.6,25.63,24.0,22.0,25.25,25.0,18.0,7.08,8.0
2013,7,RN,371.0,1009.21,657.14,24.76,24.0,21.0,24.39,24.0,16.0,7.63,8.0
2013,8,RN,216.0,1008.74,851.16,25.13,24.0,21.0,24.71,24.0,17.0,8.85,8.0
2013,9,RN,175.0,1008.9,1044.8,25.75,24.0,21.0,25.37,24.0,17.0,9.26,9.0
2013,10,RN,1.0,1008.06,1971.07,27.71,23.0,25.0,27.23,24.0,18.0,9.86,8.0
2013,11,RN,35.0,1006.09,1118.0,26.76,24.0,23.0,26.36,25.0,17.0,9.22,7.0
