Rok,Stan,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2018,SC,-18259.4,1013.4466438356164,-3888.0245433789955,19.004269406392694,24.1,-9999.0,18.560285388127856,25.2,-9999.0,2.8880479452054795,9.0
2019,SC,1176.2,1016.1569698354663,1168.6350810696988,21.81659049360146,26.2,5.3,21.368487202925046,26.3,-9.2,5.521046617915904,10.0
2020,SC,1437.2,1016.0621027451873,,21.211481945551885,24.7,6.8,20.74500512586855,25.2,-3.4,5.384724911721153,8.6
2021,SC,2219.0,1016.154038615332,,20.79668685022278,25.2,4.6,20.35401576602308,25.6,-8.5,4.698263452530561,8.8
2022,SC,1803.0,1015.7248428751,,20.849914295509084,24.9,5.5,20.399668609301795,25.1,-2.7,5.036018740715346,7.8
2023,SC,2046.4,1015.3081415321195,,21.766197183098594,24.2,8.6,21.318905301729075,24.7,0.9,4.01418918918919,7.8
2003,CE,-18776582.6,-1711.0703552631578,-7902.827236842105,-2450.374434210526,25.3,-9999.0,-2450.7231710526316,25.9,-9999.0,-2465.7105263157896,7.7
2004,CE,-14126922.4,-761.9882285974498,-8260.026070127504,-1585.6836976320583,25.4,-9999.0,-1586.069558287796,25.9,-9999.0,-1602.875227686703,7.7
2005,CE,-8728234.8,-87.95667808219179,-6573.856506849315,-971.9371803652967,25.5,-9999.0,-972.332614155251,26.3,-9999.0,-990.3710502283105,7.7
2006,CE,-44895425.4,-4632.864509132421,-9999.0,-5111.815125570776,23.6,-9999.0,-5112.0391894977165,24.1,-9999.0,-5121.483333333334,7.7
2007,CE,-9557923.6,-192.0458219178082,-9999.0,-1067.193105022831,25.2,-9999.0,-1068.7260502283104,26.9,-9999.0,-1087.5676141552512,7.5
2008,CE,-74872142.8,-8375.102117486338,-9665.376935336977,-8519.801149817851,24.1,-9999.0,-8525.57058287796,24.7,-9999.0,-8528.720025045537,5.7
2009,CE,-2047453.8,751.4118835616438,-3976.5230593607307,-207.99035388127854,25.5,-9999.0,-312.55823059360733,25.6,-9999.0,-350.6442465753425,7.0
2010,CE,-56184157.0,-6052.3394520547945,-7285.83401826484,-6886.649920091324,25.3,-9999.0,-6881.067146118722,37.9,-9999.0,-6414.620136986301,6.8
2011,CE,-19297101.2,-1029.3116210045664,-4372.87203196347,-1829.45448630137,25.6,-9999.0,-1845.8648287671233,26.7,-9999.0,-1871.4583675799088,7.1
2012,CE,-10578212.8,234.96926229508196,-3942.1452641165756,-678.0941939890711,27.0,-9999.0,-685.3825933515483,27.0,-9999.0,-719.4657559198542,7.1
2013,CE,-209076.8,984.1031278538813,-3713.2429223744293,4.587283105022831,27.2,-9999.0,4.149429223744292,28.6,-9999.0,-15.824840182648403,6.8
2014,CE,-8929.0,1008.4042123287671,-3566.9906392694065,26.10329908675799,30.8,-9999.0,25.648710045662103,31.4,-9999.0,5.646974885844749,7.1
2015,CE,-28689.2,1007.5022945205479,-3691.1762557077627,24.945216894977168,24.6,-9999.0,24.49566210045662,25.5,-9999.0,4.549977168949772,6.8
2016,CE,-25236641.0,-1219.8425660291439,-4488.0393897996355,-2002.7713114754097,26.0,-9999.0,-2029.422051457195,26.2,-9999.0,-2088.350512295082,14.6
2017,CE,-128561.6,993.1022488584474,-3566.9301369863015,12.407009132420093,25.3,-9999.0,11.944406392694065,26.1,-9999.0,-8.273390410958903,6.6
2018,CE,-1378352.2,836.0937785388128,-3726.780707762557,-130.8283789954338,25.2,-9999.0,-131.27174657534246,26.5,-9999.0,-151.37863013698632,6.5
2019,CE,836.6,1009.9849905601006,1294.6367924528302,27.347876022655758,25.7,22.1,26.867139033223115,26.8,12.4,6.958695652173914,6.7
2020,CE,1925.2,1009.3647032015496,,27.2517944628005,26.1,21.7,26.785211347840946,26.7,12.6,6.034054916258403,7.0
2021,CE,1173.6,1009.0930920650446,,27.610147939845945,25.4,20.9,27.141838235294117,25.9,11.4,6.548404124723791,6.7
2022,CE,2113.0,1009.0709825528007,,26.929533976124887,25.6,21.1,26.459699265381083,26.4,11.2,5.959320477502295,6.5
2023,CE,1520.4,1009.4386863823934,,27.398441082072445,25.9,21.6,26.93493810178817,26.7,12.5,6.229886506935688,6.4
2001,GO,-6788597.0,-494.38826923076925,-4765.4555769230765,-1290.0121153846153,22.0,-9999.0,-1354.2017307692308,23.0,-9999.0,-1367.7196153846153,8.0
2002,GO,-7888100.0,-64.50844748858448,-4447.393264840182,-875.6028538812785,22.0,-9999.0,-877.383105022831,24.0,-9999.0,-898.3752283105023,8.0
2003,GO,-8347938.0,-121.59212328767123,-4447.23401826484,-932.1607305936074,23.0,-9999.0,-938.4973744292238,24.0,-9999.0,-955.4692922374429,10.0
2004,GO,-6847909.0,68.73804644808743,-4367.186361566484,-758.5177595628415,23.0,-9999.0,-778.5352914389799,24.0,-9999.0,-795.755806010929,9.0
2005,GO,-13837114.0,-797.1187214611872,-4389.681164383562,-1571.0506849315068,42.0,-9999.0,-1578.4416666666666,43.0,-9999.0,-1588.0618721461187,13.0
2007,GO,-408976.0,881.2852739726028,-3628.9133561643835,-23.12933789954338,25.0,-9999.0,-23.72066210045662,25.0,-9999.0,-43.02796803652968,9.0
2008,GO,-1298241.0,-7097.444558287796,-3211.699339708561,-153.8219489981785,25.0,-9999.0,-156.75125227686704,26.0,-9999.0,-147.82456739526413,7.0
2009,GO,-3028115.0,554.9300228310502,-4054.8505707762556,-322.05239726027395,24.0,-9999.0,-323.8412100456621,24.0,-9999.0,-343.39703196347034,7.0
2010,GO,-678742.0,846.898401826484,-3931.7327625570774,-56.36472602739726,23.0,-9999.0,-54.785844748858445,26.0,-9999.0,-73.63390410958904,8.0
2011,GO,-598699.0,857.0450913242009,-3946.694292237443,-45.46232876712329,22.0,-9999.0,-47.30627853881278,23.0,-9999.0,-66.79189497716895,8.0
2012,GO,-898286.0,820.4874772313296,-3960.3628187613845,-80.43693078324226,22.0,-9999.0,-81.12534153005464,23.0,-9999.0,-99.61520947176685,10.0
2013,GO,-228281.0,903.4138127853881,-3984.422260273973,-2.9232876712328766,23.0,-9999.0,-3.6281963470319636,24.0,-9999.0,-22.360502283105024,8.0
2014,GO,-7447890.0,932.6010273972603,-3961.415410958904,23.61837899543379,22.0,10.0,22.86038812785388,24.0,-4.0,3.8365296803652966,7.0
2015,GO,-68929.0,925.1447488584475,-3973.6480593607307,17.467237442922375,23.0,-9999.0,16.727853881278538,24.0,-9999.0,-2.9684931506849317,8.0
2016,GO,1191.0,932.591985428051,-3934.7965619307834,24.151525500910747,24.0,11.0,23.414959016393443,24.0,-2.0,3.9043715846994536,7.0
2017,GO,-18772.0,932.5268264840182,-3954.558105022831,23.832648401826486,23.0,9.0,23.10308219178082,24.0,-4.0,4.00513698630137,7.0
2018,GO,-1918519.0,932.413698630137,-3951.97602739726,23.62351598173516,24.0,7.0,22.891324200913242,25.0,-8.0,3.6412100456621004,7.0
2019,GO,1167.0,932.6544126041786,1438.4143658326143,24.345815732389543,23.0,7.0,23.56901472770864,24.0,-4.0,3.718004338394794,6.0
2020,GO,1452.0,932.4385002286236,,23.99805669867398,22.0,8.0,23.252031589790548,24.0,-4.0,3.710655831521117,6.0
2021,GO,1510.0,932.0634202898551,,23.637101449275363,23.0,7.0,22.8717234980283,24.0,-4.0,3.4085160691495533,8.0
2022,GO,759.0,931.9883561643836,,23.66929223744292,22.0,6.0,22.894406392694062,24.0,-1.0,3.6424657534246574,7.0
2023,GO,1314.0,932.3934688284996,,24.29116236583695,23.0,11.0,23.52255338586274,24.0,-2.0,3.3036428000456777,6.0
2007,PB,-1089446.8,703.6291496945009,-3861.9670315682283,-252.60682281059061,23.5,-9999.0,-253.04322810590634,24.1,-9999.0,-270.3279531568228,7.0
2008,PB,-97847.6,995.4268101092896,-3713.7442964480874,14.607217668488161,24.6,-9999.0,14.179166666666667,25.5,-9999.0,-8.546277322404372,7.3
2009,PB,-257505.2,975.4243036529681,-3747.5024543378995,-3.5196917808219177,25.6,-9999.0,-3.9514611872146124,26.0,-9999.0,-32.09493150684931,6.5
2010,PB,-15657560.2,-960.1274315068493,-4547.581529680366,-1765.301712328767,26.3,-9999.0,-1781.6920433789955,26.7,-9999.0,-1818.937511415525,7.3
2011,PB,-12327070.8,-540.2227853881278,-4610.666746575343,-1383.7807305936071,25.3,-9999.0,-1384.147191780822,26.2,-9999.0,-1405.4700799086759,6.5
2012,PB,-72242561.4,-8044.259505919854,-8876.69034608379,-8220.726286429874,23.9,-9999.0,-8221.94269125683,24.6,-9999.0,-8225.531614298725,5.3
2013,PB,-6947843.8,137.5941894977169,-4086.365342465753,-767.6680365296804,25.5,-9999.0,-771.5608333333333,26.3,-9999.0,-925.4839611872146,5.9
2014,PB,-11597268.2,487.3452168949771,-4477.277557077626,-449.78506849315073,25.5,-9999.0,-478.9012100456621,25.9,-9999.0,-514.384497716895,6.0
2015,PB,-32595969.6,188.63437214611872,-6753.190251141553,-721.8421347031963,26.2,-9999.0,-794.4329452054794,28.2,-9999.0,-822.8920890410959,5.5
2016,PB,-9007940.4,-117.64999999999999,-4164.920195810565,-1000.5416780510018,26.0,-9999.0,-1087.7438752276867,26.5,-9999.0,-1118.7425887978143,5.3
2017,PB,-6487029.8,194.5277625570776,-4175.7198287671235,-716.3976826484019,26.3,-9999.0,-761.4970662100457,26.9,-9999.0,-785.9495776255708,5.3
2018,PB,-22536498.4,-1785.7215068493151,-5326.671198630137,-2519.1322260273973,25.3,-9999.0,-2538.952899543379,25.9,-9999.0,-2556.372465753425,5.1
2019,PB,2211.0,1009.8837088985974,1453.9102088167053,26.568119107840882,26.6,20.0,26.075753046677395,27.3,13.3,5.8630664826317,4.6
2020,PB,1584.8,1008.2712961402325,,26.993392887240855,26.1,19.8,26.522926500337153,26.8,16.0,4.478603945371775,3.8
2021,PB,773.8,1007.3692040017398,,27.218703784254025,25.3,21.0,26.732332463011314,26.1,17.0,4.814664926022629,3.0
2022,PB,2679.0,1008.0237359550563,,26.500948033707864,26.0,20.0,26.00875468164794,27.0,10.5,4.57496488764045,4.3
2023,PB,2036.8,1008.498706491063,,26.819529688418577,26.1,20.9,26.324467960023515,26.3,14.7,4.438393697083725,3.0
2013,AP,-1049845.2,-1440.675,-5123.262076271187,-2203.207838983051,24.5,-9999.0,-2203.5773305084745,25.2,-9999.0,-2220.048940677966,5.9
2014,AP,2422.4,1009.8593264840182,-3747.0491666666667,27.05683789954338,25.2,21.5,26.606803652968036,25.7,16.5,-6.035924657534246,7.4
2015,AP,-36305834.0,-3553.3478424657537,-6148.988276255707,-4128.146050228311,25.4,-9999.0,-4162.769315068494,25.9,-9999.0,-4328.182328767123,6.4
2016,AP,-26566000.6,-1418.8973360655737,-5025.020787795993,-2183.426400273224,26.2,-9999.0,-2189.499282786885,26.5,-9999.0,-2444.2990095628415,7.3
2017,AP,-13646724.6,-705.9759817351597,-4730.291894977169,-1535.1393607305936,25.6,-9999.0,-1535.504006849315,26.1,-9999.0,-1554.7847831050228,7.2
2018,AP,-18025710.8,-1255.7184018264838,-4956.930787671233,-2036.7481278538814,25.7,-9999.0,-2042.8276598173518,26.1,-9999.0,-2065.4540296803652,7.2
2019,AP,2274.8,1009.9553850156087,1527.450308056872,27.442715920915713,26.3,22.1,26.9769130661114,26.8,14.6,5.136231244483671,6.5
2020,AP,2541.0,1009.8185768046527,,27.347405633481582,27.3,21.6,26.888961113011746,27.3,14.0,4.841389142335767,8.1
2021,AP,1652.8,1009.4053962460897,,26.282716371220022,26.1,22.4,25.866805845511482,27.0,18.8,4.316183764030279,6.4
2022,AP,1607.2,1009.677653716733,,27.360584276537168,25.6,21.7,26.892440703902068,26.2,13.7,4.846893174165901,7.3
2023,AP,2017.0,1009.802789946968,,27.691837675812774,26.8,22.3,27.231254323264928,27.1,13.8,5.1132941312118065,7.2
2003,AL,-68524.0,994.3345129171151,5193.907292787944,14.240863832077503,24.3,-9999.0,12.389572120559743,25.0,-9999.0,-7.032790635091496,7.6
2004,AL,-377415.8,956.8121470856103,-6726.625455373406,-17.91344489981785,28.5,-9999.0,-18.678563296903462,31.1,-9999.0,-38.0233378870674,7.9
2005,AL,-2968101.4,631.0608333333333,-3403.7521689497717,-313.82821917808224,30.2,-9999.0,-314.47702054794524,31.1,-9999.0,-333.5318607305936,8.4
2006,AL,-34265722.4,-3283.350776255708,-2818.0383561643835,-3879.9679337899547,25.0,-9999.0,-3888.269075342466,25.3,-9999.0,-3919.647568493151,8.4
2007,AL,-87591240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2008,AL,-62533635.6,-6829.797791438979,-8121.404030054645,-7111.655919854281,23.5,-9999.0,-7112.9545423497275,24.3,-9999.0,-7118.390676229508,8.7
2009,AL,-217769.8,976.7146232876712,-3726.094520547945,0.3490410958904106,25.0,-9999.0,-0.14357305936073075,25.4,-9999.0,-24.315205479452054,8.4
2010,AL,-98113.4,991.897694063927,-3682.877397260274,14.03310502283105,25.4,-9999.0,13.539714611872146,26.1,-9999.0,-7.155570776255708,8.2
2011,AL,-87744.2,993.0554337899543,-3524.3496575342465,14.845707762557076,24.7,-9999.0,14.356997716894977,25.3,-9999.0,-29.95779680365297,7.7
2012,AL,-4468364.4,445.2233378870674,-3109.6951275045535,-484.9629098360656,23.8,-9999.0,-502.5627618397085,24.9,-9999.0,-527.5921789617487,8.3
2013,AL,-218211.8,978.6386757990869,-3719.648287671233,1.377591324200913,24.5,-9999.0,0.8823972602739726,25.2,-9999.0,-18.484874429223744,8.5
2014,AL,-8313.2,1004.2734246575342,-3694.662100456621,24.020593607305937,25.3,-9999.0,23.52285388127854,26.0,-9999.0,3.074052511415525,7.5
2015,AL,-48593.0,1000.6930251141553,-3680.879908675799,20.98557077625571,25.7,-9999.0,20.497248858447488,27.3,-9999.0,0.8570890410958907,8.3
2016,AL,1214.6,1005.6923497267759,-3719.649476320583,25.603904826958107,26.1,17.8,25.099658469945354,26.4,11.7,5.445605646630236,7.9
2017,AL,-7486.8,1004.1820547945206,-3616.3638127853883,24.261872146118723,25.8,-9999.0,23.767214611872145,26.4,-9999.0,2.343082191780822,8.4
2018,AL,-4928079.8,1004.0399429223745,-3830.1502283105024,21.927625570776257,25.3,-9999.0,21.39382420091324,26.3,-9999.0,2.022488584474886,7.4
2019,AL,1520.6,1005.3358675799086,1492.589658738366,25.686301369863013,26.5,18.6,25.13808219178082,26.6,14.1,5.2313613522156235,7.2
2020,AL,32.8,1003.5645820983995,,27.064226437462953,27.4,21.8,26.561269276393833,27.4,15.6,5.419845743102937,7.3
2021,AL,240.4,1004.8055606302809,,25.481331354190456,,19.8,25.038890157570222,,20.4,5.376327509421035,7.8
2022,AL,2573.8,1004.5025337837837,,25.578993725868727,24.7,19.3,25.123998552123552,26.0,14.2,5.371187258687259,7.4
2023,AL,1877.8,1005.3257497001199,,25.48601892576303,25.8,19.8,25.056604025056647,26.6,13.0,4.99861370301253,6.8
2000,AM,-6238637.6,-206.8711971830986,-4766.484330985915,-1076.4492605633802,26.9,-9999.0,-1154.5813732394367,27.6,-9999.0,-1191.4788028169014,7.9
2001,AM,-19276714.6,-1422.5820433789954,-5296.986301369863,-2179.6801598173515,30.9,-9999.0,-2617.3134018264836,30.9,-9999.0,-2262.0708447488587,6.4
2002,AM,-31015292.6,-2898.7183333333337,-5940.05102739726,-3522.0650456621006,26.1,-9999.0,-3570.4359360730596,26.7,-9999.0,-3645.87198630137,6.8
2003,AM,-67742919.0,-7509.533344748858,-8369.714383561644,-7726.876289954337,26.0,-9999.0,-7757.920547945206,26.5,-9999.0,-7855.597922374429,5.5
2004,AM,-30445699.6,-2812.4956625683058,-6267.195469034608,-3441.878460837887,28.3,-9999.0,-3593.9531534608377,28.5,-9999.0,-3620.1165755919856,5.6
2005,AM,-43984910.0,-4521.47453196347,-7032.126598173516,-5007.042625570776,26.6,-9999.0,-5008.461426940639,27.5,-9999.0,-5019.529646118722,5.4
2006,AM,-4717460.6,511.4979223744292,-4412.868607305936,-420.69448630136986,26.7,-9999.0,-421.17852739726027,27.3,-9999.0,-535.6408789954337,6.0
2007,AM,-137710.8,986.2957762557078,-4100.974543378996,11.827785388127854,26.5,-9999.0,11.330228310502282,27.3,-9999.0,-12.860582191780821,6.1
2008,AM,-32684708.6,-3090.657137978142,-6365.847905282331,-3704.1194672131146,26.9,-9999.0,-3704.4095286885245,27.1,-9999.0,-3720.447119763206,5.5
2009,AM,-84981500.4,-9671.275376712329,-9811.931621004565,-9700.198847031965,24.6,-9999.0,-9702.508025114155,26.0,-9999.0,-9705.527374429223,4.6
2010,AM,-8257470.0,-34.55416666666667,-4615.40993150685,-918.0742123287671,27.1,-9999.0,-920.8474657534247,27.2,-9999.0,-1280.83948630137,6.0
2011,AM,-107538.4,102.11963470319635,-4120.254223744292,14.884417808219178,27.4,-9999.0,13.235787671232877,27.6,-9999.0,-10.95865296803653,5.1
2012,AM,-27865.399999999998,1000.4534380692168,-4087.194330601093,23.984164389799634,26.3,-9999.0,23.48299180327869,26.7,-9999.0,0.40462204007285985,5.1
2013,AM,-1357572.8,833.4840296803652,-4160.149771689497,-128.1586415525114,26.4,-9999.0,-128.6612899543379,27.5,-9999.0,-151.43109589041094,6.1
2014,AM,-917784.2,888.9339497716895,-4102.908675799087,-77.62409817351597,26.2,-9999.0,-81.55434931506849,26.4,-9999.0,-488.1396689497717,7.4
2015,AM,-58491.4,997.0313470319634,-4067.417123287671,21.626906392694064,25.6,-9999.0,21.10554794520548,25.7,-9999.0,-9.523789954337898,6.5
2016,AM,-327922.4,963.3381944444444,-4069.476320582878,-9.403472222222224,31.8,-9999.0,-12.190391621129326,32.8,-9999.0,-155.37256375227687,7.9
2017,AM,-1027549.2,875.2197260273972,-4144.114840182649,-90.11453196347033,25.7,-9999.0,-97.46834474885844,26.5,-9999.0,-208.50578767123287,6.1
2018,AM,-778028.4,906.8463584474886,-2523.505707762557,-63.841289954337896,26.2,-9999.0,-65.4952397260274,27.0,-9999.0,-6625.811335616438,5.1
2019,AM,2296.4,1004.9110716332377,666.0692263610315,27.716756446991404,26.0,22.5,27.20204011461318,26.7,13.3,3.8403667621776503,5.6
2020,AM,2692.2,1004.7955977868655,,27.88058194060358,25.9,21.6,27.370614404232295,27.1,10.6,3.7415854685432453,6.0
2021,AM,2763.8,1004.7949584887499,,27.20732763807003,25.4,21.6,26.709856781802866,27.0,14.4,3.554539617310903,5.4
2022,AM,2447.6,1004.516722254169,,27.580966072455436,25.4,22.4,27.075316310098916,26.1,13.8,3.770416379112031,5.0
2023,AM,2169.8,1004.5522927281148,,28.381264474293655,27.9,20.9,27.863053046096827,28.1,16.6,3.878190873291638,5.3
2003,RN,-24556702.0,-2618.3442864806866,454.35917381974247,-3275.8090128755366,25.0,-9999.0,-3277.4431330472103,26.0,-9999.0,-3289.1655042918455,10.0
2004,RN,-20126342.0,-1514.7681010928961,-8832.399362477232,-2271.3309426229507,25.0,-9999.0,-2271.63012295082,26.0,-9999.0,-2284.8310564663025,11.0
2005,RN,-38364717.0,-3813.0616438356165,-5363.620890410959,-4365.252397260274,26.0,-9999.0,-4366.619063926941,26.0,-9999.0,-4375.955251141552,10.0
2006,RN,-23306447.0,-1904.9165525114156,2230.8883561643834,-2626.567922374429,25.0,-9999.0,-2626.851826484018,26.0,-9999.0,-6864.518949771689,10.0
2007,RN,-16817181.0,-1105.82899543379,3820.839611872146,-1898.8219178082193,25.0,-9999.0,-1899.1582191780822,25.0,-9999.0,-8153.8027397260275,10.0
2008,RN,-67630.0,997.9355646630237,6334.380464480874,18.20856102003643,25.0,-9999.0,16.677937158469945,26.0,-9999.0,-0.7825591985428051,10.0
2009,RN,-217841.0,979.2737442922374,6164.721803652968,1.2804794520547946,25.0,-9999.0,0.89337899543379,26.0,-9999.0,-3256.8811643835616,9.0
2010,RN,-109482.0,994.1172374429224,53.39680365296804,15.334931506849315,25.0,-9999.0,14.937671232876712,26.0,-9999.0,-2.8794520547945206,10.0
2011,RN,-318246.0,967.6334474885845,2124.2139269406393,-9.23687214611872,25.0,-9999.0,-13.071917808219178,26.0,-9999.0,-6753.431164383562,8.0
2012,RN,-4388486.0,459.8008879781421,-3714.7118624772315,-472.39628870673954,25.0,-9999.0,-481.92247267759564,26.0,-9999.0,-517.6158925318762,10.0
2013,RN,-9297437.0,231.99029680365297,-3816.723287671233,-679.4567351598173,25.0,-9999.0,-699.2837899543379,26.0,-9999.0,-743.3934931506849,9.0
2014,RN,-4238002.0,474.972602739726,-3903.484474885845,-458.8712328767123,25.0,-9999.0,-460.3962328767123,26.0,-9999.0,-478.3892694063927,10.0
2015,RN,-3478415.0,570.7534246575342,-3625.9567351598175,-371.6099315068493,26.0,-9999.0,-385.7408675799087,26.0,-9999.0,-407.6162100456621,9.0
2016,RN,-7948249.0,11.722108378870674,-3672.2073087431695,-880.6207877959927,26.0,-9999.0,-880.9949908925319,27.0,-9999.0,-899.316029143898,10.0
2017,RN,-4038424.0,499.90342465753423,-3715.1559360730594,-435.7745433789954,26.0,-9999.0,-436.16826484018264,27.0,-9999.0,-463.20102739726025,10.0
2018,RN,-16927413.0,1007.443493150685,-3645.523173515982,26.49269406392694,26.0,21.0,26.10011415525114,26.0,13.0,5.876027397260274,9.0
2019,RN,1598.0,1007.5116438356164,1489.3533634126334,26.709817351598172,26.0,21.0,26.30445205479452,28.0,12.0,7.866537275944743,9.0
2020,RN,2035.0,1007.3376703080888,,26.74591874309562,26.0,21.0,26.328134594129928,27.0,14.0,7.688798721259068,9.0
2021,RN,12.0,1006.9603406326034,,28.1352798053528,26.0,22.0,27.398681640625,27.0,17.0,9.121197130843433,9.0
2022,RN,893.0,1007.5120788824979,,26.41314708299096,27.0,21.0,25.941040843214758,27.0,16.0,7.988732394366197,9.0
2023,RN,977.0,1007.4881787053645,,26.80172835480189,26.0,22.0,26.381434874979572,27.0,18.0,7.712999345121153,8.0
2004,TO,-99814.2,665.8556818181819,-3816.4519886363637,-287.45,23.3,-9999.0,-287.99062499999997,24.1,-9999.0,-337.47642045454546,5.9
2005,TO,-4677896.4,392.14690639269406,-4331.774623287672,-508.4475570776255,24.6,-9999.0,-509.05558219178084,25.5,-9999.0,-529.9031849315069,10.2
2006,TO,-4487487.0,512.6447602739726,-4306.990947488584,-398.93520547945207,23.9,-9999.0,-400.6835502283105,24.7,-9999.0,-509.58732876712327,10.3
2007,TO,-3138069.8,585.140890410959,-4180.8198858447495,-332.0046118721461,24.2,-9999.0,-334.9411073059361,24.7,-9999.0,-393.93238584474886,11.8
2008,TO,-718210.0,888.4876252276866,-4061.970116120219,-55.232354280510016,24.3,-9999.0,-55.887215391621126,25.2,-9999.0,-77.79829234972676,10.1
2009,TO,-2917813.0,613.9911757990868,-4146.542579908676,-306.28227168949775,23.8,-9999.0,-306.9116666666667,25.7,-9999.0,-723.3785273972603,9.5
2010,TO,-118218.8,963.2557077625571,-4047.826461187214,14.041518264840182,25.1,-9999.0,13.372762557077625,25.4,-9999.0,-9.15538812785388,10.6
2011,TO,-9547505.0,-218.3025799086758,-4736.423150684931,-1066.0370319634703,23.8,-9999.0,-1066.641906392694,24.6,-9999.0,-1086.3445662100457,10.1
2012,TO,-13067475.8,-560.878164845173,-4585.069968123862,-1379.0721311475409,24.2,-9999.0,-1381.961612021858,24.4,-9999.0,-1423.7404940801457,10.7
2013,TO,-8917546.0,-138.0054794520548,-4253.450913242009,-992.1858105022831,24.9,-9999.0,-1017.9942694063927,26.1,-9999.0,-1054.35200913242,9.4
2014,TO,-2098195.6,715.903904109589,-4207.598710045662,-213.30834474885845,29.3,-9999.0,-218.5411415525114,33.6,-9999.0,-240.33647260273972,9.8
2015,TO,-13757582.2,-745.0867465753425,-5044.859223744292,-1547.30350456621,25.5,-9999.0,-1551.3222831050227,26.0,-9999.0,-1570.4784474885844,10.9
2016,TO,-6448728.6,172.92355418943535,-4461.504200819672,-707.8143670309654,25.2,-9999.0,-708.4628984517303,26.3,-9999.0,-732.4873633879781,9.6
2017,TO,1624.6,978.9217351598174,-4023.351997716895,27.64033105022831,24.9,17.9,26.958470319634703,26.3,-1.1,4.5275,10.6
2018,TO,1900.4,979.0724543378994,-4022.316563926941,27.140696347031962,24.8,-9999.0,26.44922374429224,26.5,4.9,3.8745319634703197,9.1
2019,TO,1361.0,979.3108572119453,1368.8939148542343,27.454431144964335,25.6,18.4,26.751456897594,26.0,1.7,4.089336235038085,12.2
2020,TO,1575.4,978.9656674799581,,27.851707713754646,24.8,18.2,27.180388056233298,25.8,-1.9,4.34936091099233,9.1
2021,TO,1325.0,978.9810807017544,,27.320729824561404,24.8,17.9,26.625754385964914,25.4,1.4,3.823971929824561,9.5
2022,TO,1757.2,978.8539194338595,,27.519485644305348,24.7,18.3,26.877626565051713,25.5,2.0,4.088946365368908,10.9
2023,TO,1007.4,981.1398381533563,,27.785634699562276,25.4,18.7,27.077344475394614,25.4,5.7,4.238537103411655,9.9
2000,RS,-409557.2,821.4112996688741,,-149.17276490066226,23.4,-9999.0,-153.8233857615894,23.9,-9999.0,-168.39089403973512,8.0
2001,RS,-11057565.6,-406.59858447488585,,-1241.9407534246575,24.3,-9999.0,-1368.1372146118722,24.9,-9999.0,-1383.713710045662,13.3
2002,RS,-11967407.8,-521.1179223744292,,-1341.9093378995435,23.8,-9999.0,-1436.086609589041,24.7,-9999.0,-1459.2013926940638,10.3
2003,RS,-13287494.4,-683.6531621004566,,-1499.0470091324203,24.3,-9999.0,-1595.5051369863013,24.9,-9999.0,-1613.4846461187215,9.5
2004,RS,-9028242.6,-147.44571948998177,,-1009.1071948998178,22.9,-9999.0,-1111.0551684881602,23.8,-9999.0,-1126.125819672131,7.5
2005,RS,-7178165.0,99.17818493150685,,-799.9499771689498,23.5,-9999.0,-822.1507191780822,24.1,-9999.0,-840.1903652968036,8.1
2006,RS,-5818374.6,331.2609931506849,,-597.558595890411,24.9,-9999.0,-601.4281849315068,26.7,-9999.0,-680.3416095890411,7.4
2007,RS,-1058393.0,876.8585730593607,,-101.5943493150685,24.4,-9999.0,-111.21568493150686,25.1,-9999.0,-126.4399200913242,6.8
2008,RS,-1888292.2,850.7192053734062,,-125.60527094717668,22.3,-9999.0,-128.3584471766849,22.7,-9999.0,-148.81564207650274,6.7
2009,RS,-208241.4,982.5406963470319,,-4.655787671232877,24.4,-9999.0,-6.269885844748858,24.7,-9999.0,-21.48785388127854,8.9
2010,RS,-98508.6,997.0730479452055,,8.111015981735159,26.3,-9999.0,6.497990867579909,26.9,-9999.0,-7.7780365296803655,7.4
2011,RS,-218678.4,981.8058219178082,,-5.972180365296803,24.9,-9999.0,-6.454349315068493,24.9,-9999.0,-21.378618721461187,7.6
2012,RS,-38601.6,1004.3976775956284,,15.866643897996358,24.6,-9999.0,14.21802140255009,24.7,-9999.0,-3.404030054644809,8.1
2013,RS,-1288489.8,859.2234931506849,,-121.41059360730594,24.4,-9999.0,-128.78706621004565,24.4,-9999.0,-142.64559360730593,5.9
2014,RS,-198192.6,984.646198630137,,-2.32087899543379,25.9,-9999.0,-3.946141552511415,26.1,-9999.0,-27.459931506849315,6.0
2015,RS,-138132.8,991.985194063927,,4.381244292237443,25.5,-9999.0,3.934714611872146,26.0,-9999.0,-11.41925799086758,5.7
2016,RS,-1408297.6,833.4696607468123,,-142.38875227686702,25.8,-9999.0,-144.00428051001822,26.0,-9999.0,-158.081910291439,6.7
2017,RS,-418201.4,958.2602283105023,,-26.12345890410959,25.9,-9999.0,-28.91148401826484,26.4,-9999.0,-610.9073630136986,6.7
