Rok,Stan,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2008,DF,-808344.2,786.4868510928961,-3178.6317167577413,-71.2148679417122,20.2,-9999.0,-71.85007969034608,20.6,-9999.0,-87.2397654826958,8.0
2009,DF,-1188193.0,741.5852739726027,-4018.2868721461186,-113.6748401826484,20.4,-9999.0,-118.84737442922375,20.9,-9999.0,-136.77094748858448,9.0
2010,DF,-2748412.6,544.8989611872147,-4039.689497716895,-292.9576484018265,21.6,-9999.0,-302.74226027397265,21.7,-9999.0,-883.2188127853881,7.3
2011,DF,-88534.0,875.2928538812786,-3893.97100456621,10.762773972602739,19.9,-9999.0,10.098675799086758,20.8,-9999.0,-29.96271689497717,8.0
2012,DF,-318660.6,878.4178278688524,-3889.6357012750454,12.158435792349726,20.7,-9999.0,11.496357012750455,21.6,-9999.0,-10.588991347905282,7.4
2013,DF,-208383.6,862.0996575342466,-3856.422260273973,-1.6175114155251142,20.5,-9999.0,-2.265799086757991,21.3,-9999.0,-46.08721461187215,10.4
2014,DF,1474.8,887.4526940639269,-3836.3752283105023,21.37123287671233,20.9,11.6,20.685901826484017,21.7,-3.5,-1.820057077625571,8.4
2016,DF,-8858.199999999999,886.5571948998179,-3831.5260701275047,20.903984517304192,22.1,-9999.0,19.059562841530056,22.6,-9999.0,2.99474043715847,7.7
2017,DF,1292.0,887.7061757990867,-3839.8232876712327,21.474417808219176,20.0,10.4,20.803721461187216,21.2,-3.4,5.407191780821917,9.1
2018,DF,-478250.0,827.9282191780823,-3876.225913242009,-33.654737442922375,20.8,-9999.0,-36.61973744292238,21.4,-9999.0,-52.08318493150685,7.1
2020,DF,1576.6,887.6716416211293,,21.34896402550091,21.0,9.4,20.68283242258652,21.9,-2.9,5.136111111111111,7.1
2021,DF,2023.2,887.2117237442923,,21.223461582372416,20.8,8.6,20.518328194587188,21.2,-6.8,4.857627312171728,7.0
2022,DF,1356.4,887.1583675799086,,21.246632420091323,20.1,6.0,20.525125570776257,21.3,-3.4,5.208481735159817,8.1
2023,DF,996.0,887.6189491719018,,21.955476870359796,21.5,10.7,21.207453984223164,22.3,-1.4,4.790796844632445,7.7
2001,MS,-669161.0,691.6347633136095,-3665.737426035503,-213.30510355029585,23.3,-9999.0,-217.60099852071005,24.1,-9999.0,-245.64792899408283,10.8
2002,MS,-9588116.4,-240.18812785388127,-4531.15993150685,-1064.793093607306,24.0,-9999.0,-1066.5242579908677,24.1,-9999.0,-6618.310707762556,11.0
2003,MS,-24906315.2,-2160.732488584475,-5691.00605022831,-2824.7481050228307,23.7,-9999.0,-2830.9211529680365,24.2,-9999.0,-9039.59651826484,9.9
2004,MS,-958644.6,825.575956284153,-3864.700364298725,-86.20656876138433,23.4,-9999.0,-86.84484289617487,24.0,-9999.0,-102.91547131147541,12.9
2005,MS,-8307787.4,-102.57065068493151,-4386.363584474886,-922.7309817351598,23.8,-9999.0,-925.5839840182649,24.1,-9999.0,-942.6654109589041,12.6
2006,MS,-3498389.4,566.4115296803653,-4120.633447488584,-329.8849885844749,24.1,-9999.0,-330.5190410958904,24.6,-9999.0,-394.5925114155251,11.7
2007,MS,-10917505.4,-412.8987899543379,-4577.1482876712325,-1225.1799771689498,24.2,-9999.0,-1226.9189840182648,25.1,-9999.0,-1245.2794292237443,12.5
